marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
asus,2014.0,8,15,,não,0,3.0,254.0,FULLHD,AMOLED,sim,250.0,250,2em1,13613
lenovo,2016.0,6,12,12.0,sim,6,3.0,,QUADHD,OLED,não,0.0,250,jogos_intermediarios,11192
acer,2021.0,10,15,12.0,sim,6,4.0,196.0,4K,TN,não,0.0,250,jogos_intermediarios,11275
hp,2022.0,6,7,64.0,não,0,2.0,588.0,FULLHD,TN,não,0.0,500,,19750
,2022.0,4,8,2.0,não,0,3.0,569.0,FULLHD,VA,não,0.0,1000,ultraportatil,16878
apple,2014.0,4,6,,não,0,2.0,448.0,4K,OLED,não,250.0,250,premium,18206
razer,2013.0,10,12,16.0,sim,6,,161.0,QUADHD,AMOLED,não,1000.0,1000,jogos_premium,20486
xiaomi,2020.0,10,14,16.0,não,0,,,FULLHD,AMOLED,não,0.0,2000,premium,23384
,2018.0,8,11,8.0,sim,4,,,FULLHD,VA,não,0.0,2000,jogos_entrada,10441
,2020.0,6,8,16.0,não,0,2.0,584.0,QUADHD,AMOLED,não,0.0,250,premium,26155
dell,2023.0,10,17,12.0,sim,6,,57.0,QUADHD,TN,não,0.0,250,jogos_intermediarios,10046
xiaomi,2015.0,10,10,16.0,não,0,,455.0,QUADHD,AMOLED,não,0.0,1000,premium,17336
dell,2023.0,6,10,,não,0,1.0,170.0,HD,IPS,não,0.0,500,intermediario,7450
positivo,2012.0,4,8,8.0,não,0,,82.0,HD,TN,não,1000.0,0,entrada,4706
acer,2016.0,4,6,,não,0,4.0,,HD,IPS,não,250.0,0,,11403
acer,2023.0,6,12,6.0,não,0,2.0,199.0,FULLHD,IPS,sim,0.0,250,2em1,9187
asus,2011.0,10,15,16.0,não,0,,527.0,FULLHD,AMOLED,sim,0.0,1000,premium,23580
acer,2010.0,4,5,32.0,sim,6,,38.0,FULLHD,OLED,não,2000.0,2000,jogos_premium,19758
samsung,2021.0,6,9,,não,0,,222.0,FULLHD,AMOLED,sim,0.0,500,2em1,11448
dell,2014.0,6,10,32.0,não,0,2.0,,FULLHD,IPS,sim,500.0,250,2em1,14765
dell,2015.0,10,14,12.0,sim,6,4.0,127.0,4K,TN,não,0.0,250,jogos_intermediarios,10262
,2023.0,12,21,8.0,não,0,2.0,589.0,FULLHD,AMOLED,não,0.0,500,premium,17047
lenovo,2012.0,2,4,8.0,não,0,2.0,204.0,HD,TN,não,1000.0,0,intermediario,7482
xiaomi,2012.0,12,14,8.0,não,0,,478.0,QUADHD,AMOLED,não,2000.0,250,premium,22212
,2013.0,2,4,,não,0,3.0,420.0,HD,TN,não,0.0,2000,entrada,10227
razer,,6,12,,sim,6,2.0,,QUADHD,OLED,não,0.0,250,jogos_premium,13527
hp,2013.0,8,15,12.0,sim,6,3.0,98.0,FULLHD,OLED,não,0.0,250,jogos_intermediarios,11295
,2010.0,4,7,16.0,não,0,,407.0,QUADHD,AMOLED,não,0.0,500,premium,23081
positivo,2021.0,4,8,32.0,não,0,,,HD,IPS,não,0.0,250,entrada,8095
samsung,2016.0,6,8,12.0,não,0,,232.0,FULLHD,IPS,sim,0.0,250,2em1,10589
razer,,10,14,32.0,sim,6,,99.0,4K,OLED,não,0.0,250,jogos_premium,14701
samsung,2018.0,10,19,12.0,sim,2,3.0,85.0,FULLHD,IPS,não,0.0,250,jogos_entrada,7433
,2013.0,4,4,,sim,6,,,4K,OLED,não,250.0,2000,jogos_premium,19997
xiaomi,2011.0,4,4,8.0,não,0,,596.0,QUADHD,AMOLED,não,250.0,250,,19744
hp,2016.0,10,10,8.0,sim,2,1.0,104.0,FULLHD,OLED,não,0.0,500,jogos_entrada,9265
lenovo,2011.0,6,6,16.0,não,0,,,FULLHD,IPS,não,1000.0,500,,15090
positivo,2020.0,10,10,8.0,não,0,1.0,186.0,HD,TN,não,1000.0,0,entrada,5571
positivo,2015.0,4,6,12.0,não,0,,258.0,HD,TN,não,250.0,0,entrada,7364
apple,2018.0,8,12,,não,0,,413.0,4K,AMOLED,não,0.0,250,premium,14142
lenovo,2013.0,6,8,12.0,não,0,,544.0,FULLHD,VA,não,1000.0,2000,,18383
huawei,2013.0,12,22,8.0,não,0,3.0,532.0,4K,OLED,não,2000.0,250,premium,19455
asus,2012.0,6,10,8.0,não,0,2.0,598.0,FULLHD,IPS,sim,500.0,250,premium,18911
hp,2013.0,4,8,,sim,6,,109.0,QUADHD,OLED,não,1000.0,125,,9959
huawei,2019.0,12,17,8.0,não,0,3.0,546.0,4K,AMOLED,não,0.0,1000,premium,21920
dell,2013.0,6,7,6.0,não,0,3.0,,HD,IPS,não,1000.0,0,intermediario,10912
lenovo,2017.0,6,10,16.0,não,0,,,QUADHD,AMOLED,não,0.0,500,,14281
razer,2023.0,10,11,,sim,6,4.0,,FULLHD,AMOLED,não,0.0,1000,jogos_premium,18567
lenovo,2013.0,6,11,2.0,não,0,,396.0,HD,IPS,não,500.0,0,entrada,8876
razer,2023.0,8,13,16.0,não,0,,,FULLHD,AMOLED,não,0.0,250,premium,24497
positivo,2018.0,6,10,12.0,não,0,1.0,252.0,HD,TN,não,500.0,0,entrada,7796
acer,2021.0,4,8,8.0,não,0,,45.0,HD,OLED,não,500.0,0,intermediario,5934
razer,2010.0,12,23,,não,0,,452.0,4K,OLED,não,2000.0,250,premium,18661
,2011.0,6,9,,sim,2,3.0,31.0,FULLHD,OLED,não,250.0,250,,6578
samsung,2018.0,4,5,12.0,não,0,2.0,554.0,FULLHD,VA,não,0.0,500,ultraportatil,16825
asus,2014.0,4,4,8.0,não,0,,558.0,FULLHD,VA,não,500.0,500,ultraportatil,19373
,2015.0,8,16,16.0,não,0,1.0,325.0,HD,IPS,não,500.0,0,entrada,9120
razer,2020.0,6,11,16.0,não,0,3.0,476.0,4K,OLED,não,0.0,250,premium,16110
huawei,2010.0,4,7,16.0,não,0,2.0,,4K,OLED,não,250.0,250,premium,21005
asus,2012.0,4,6,6.0,não,0,2.0,540.0,FULLHD,IPS,não,0.0,500,ultraportatil,13821
asus,2022.0,8,12,2.0,não,0,3.0,,FULLHD,AMOLED,sim,,500,2em1,15634
positivo,,2,4,6.0,não,0,,239.0,HD,IPS,não,1000.0,0,entrada,7029
xiaomi,2013.0,12,12,16.0,não,0,3.0,446.0,FULLHD,OLED,não,500.0,250,premium,19690
,2021.0,6,9,16.0,não,0,2.0,579.0,QUADHD,OLED,não,0.0,500,premium,19000
acer,2018.0,6,12,6.0,não,0,,,HD,TN,não,500.0,0,intermediario,8339
samsung,2016.0,4,5,8.0,sim,4,4.0,56.0,FULLHD,OLED,não,0.0,250,jogos_entrada,6949
samsung,2020.0,4,5,12.0,sim,6,,153.0,QUADHD,OLED,não,0.0,250,jogos_intermediarios,10677
lenovo,2014.0,8,13,16.0,não,0,,513.0,FULLHD,AMOLED,não,250.0,250,,19428
dell,2021.0,12,19,,não,0,4.0,383.0,HD,TN,não,1000.0,0,intermediario,10931
razer,2019.0,4,5,8.0,não,0,3.0,,FULLHD,AMOLED,não,0.0,1000,premium,22818
lenovo,2017.0,4,7,6.0,não,0,,586.0,FULLHD,TN,não,0.0,250,ultraportatil,16239
xiaomi,2017.0,12,24,16.0,não,0,,467.0,QUADHD,AMOLED,não,0.0,500,premium,19219
apple,2010.0,10,14,8.0,não,0,3.0,472.0,FULLHD,OLED,não,0.0,250,premium,16920
dell,2017.0,4,7,12.0,sim,6,4.0,123.0,FULLHD,VA,não,0.0,250,jogos_intermediarios,10718
huawei,2013.0,12,13,16.0,não,0,2.0,,4K,OLED,não,250.0,250,premium,17939
hp,2019.0,10,20,,não,0,,,FULLHD,IPS,não,0.0,250,ultraportatil,20133
hp,2017.0,6,9,12.0,sim,4,,63.0,FULLHD,IPS,não,0.0,2000,jogos_entrada,7810
xiaomi,2011.0,6,10,8.0,não,0,,,QUADHD,OLED,não,500.0,250,premium,20652
hp,2020.0,6,9,8.0,sim,2,,49.0,FULLHD,OLED,não,0.0,250,jogos_entrada,8028
hp,2021.0,8,16,12.0,sim,6,,195.0,FULLHD,IPS,não,0.0,500,jogos_intermediarios,11268
dell,2012.0,6,7,16.0,sim,6,,91.0,4K,AMOLED,não,1000.0,250,jogos_premium,19904
xiaomi,2017.0,12,21,,não,0,2.0,491.0,QUADHD,OLED,não,0.0,1000,premium,19202
,2014.0,10,20,12.0,não,0,3.0,512.0,FULLHD,VA,não,0.0,250,,18608
huawei,2017.0,6,8,16.0,não,0,,,FULLHD,AMOLED,não,0.0,2000,premium,20088
,2019.0,4,7,16.0,não,0,2.0,355.0,FULLHD,IPS,sim,0.0,250,2em1,13406
lenovo,2020.0,8,14,32.0,sim,6,,92.0,4K,AMOLED,não,0.0,250,jogos_premium,23900
xiaomi,2013.0,6,6,16.0,não,0,3.0,526.0,FULLHD,AMOLED,não,0.0,1000,premium,16108
dell,2023.0,8,11,8.0,não,0,2.0,317.0,HD,TN,não,0.0,1000,intermediario,10896
asus,2019.0,12,22,,não,0,,,FULLHD,AMOLED,sim,0.0,2000,premium,21422
xiaomi,2023.0,10,13,16.0,não,0,,460.0,4K,AMOLED,não,0.0,250,premium,23559
huawei,2019.0,8,11,,não,0,2.0,,QUADHD,AMOLED,não,0.0,250,premium,14036
,2017.0,6,10,12.0,não,0,,,FULLHD,IPS,sim,0.0,500,2em1,13754
lenovo,2010.0,6,6,4.0,não,0,,261.0,HD,TN,não,0.0,2000,,7156
huawei,2021.0,6,11,16.0,não,0,2.0,402.0,QUADHD,OLED,não,0.0,250,premium,21074
,2021.0,6,11,16.0,não,0,,,QUADHD,AMOLED,não,0.0,500,premium,21944
huawei,,12,21,8.0,não,0,2.0,454.0,FULLHD,AMOLED,não,0.0,1000,premium,16176
,2023.0,6,7,6.0,não,0,2.0,,HD,OLED,não,0.0,2000,intermediario,9272
lenovo,2019.0,10,15,8.0,não,0,3.0,579.0,FULLHD,AMOLED,não,0.0,250,premium,26619
hp,2019.0,6,9,16.0,não,0,,,FULLHD,VA,não,0.0,250,ultraportatil,17422
apple,2013.0,10,17,,não,0,,441.0,QUADHD,OLED,não,2000.0,250,premium,14919
huawei,2014.0,4,5,8.0,não,0,,543.0,QUADHD,AMOLED,não,250.0,250,premium,21821
lenovo,2013.0,8,15,16.0,sim,6,,194.0,QUADHD,OLED,não,500.0,1000,,25712
,2021.0,12,19,32.0,não,0,2.0,,FULLHD,IPS,não,0.0,250,ultraportatil,19947
,2023.0,8,10,16.0,não,0,,505.0,FULLHD,VA,não,0.0,500,ultraportatil,15345
,2020.0,12,17,32.0,sim,6,,186.0,FULLHD,OLED,não,0.0,500,jogos_premium,24723
huawei,2012.0,6,12,8.0,não,0,3.0,464.0,4K,OLED,não,0.0,500,,16046
samsung,2022.0,10,19,16.0,sim,6,4.0,86.0,FULLHD,AMOLED,não,0.0,2000,jogos_premium,19955
acer,2018.0,6,7,16.0,não,0,3.0,148.0,FULLHD,IPS,sim,0.0,2000,2em1,12440
acer,2017.0,8,11,16.0,não,0,,,HD,OLED,não,2000.0,0,intermediario,7930
,2018.0,6,11,8.0,não,0,,,4K,IPS,sim,0.0,500,premium,19818
samsung,2012.0,6,10,12.0,não,0,,217.0,FULLHD,AMOLED,sim,1000.0,250,2em1,11659
samsung,2019.0,4,8,12.0,sim,6,,199.0,4K,VA,não,0.0,250,jogos_intermediarios,11608
asus,2014.0,8,9,6.0,não,0,,,HD,TN,não,0.0,250,entrada,3388
samsung,2019.0,4,7,16.0,não,0,,567.0,HD,TN,não,1000.0,0,intermediario,14302
lenovo,2011.0,6,12,16.0,não,0,2.0,541.0,FULLHD,AMOLED,não,250.0,250,premium,21915
xiaomi,2010.0,6,10,16.0,não,0,2.0,592.0,FULLHD,AMOLED,não,500.0,250,premium,25080
dell,2020.0,4,6,8.0,não,0,2.0,599.0,QUADHD,AMOLED,sim,0.0,2000,premium,22016
lenovo,2011.0,4,5,,não,0,3.0,,FULLHD,IPS,sim,250.0,250,,9853
positivo,2019.0,10,20,2.0,não,0,,285.0,HD,IPS,não,0.0,250,entrada,8584
asus,,12,14,8.0,não,0,2.0,522.0,4K,AMOLED,não,2000.0,250,,23795
hp,2015.0,4,7,16.0,sim,6,,31.0,FULLHD,TN,não,0.0,2000,jogos_intermediarios,8989
dell,2014.0,10,18,16.0,não,0,,,HD,TN,não,2000.0,0,,7302
,2016.0,6,9,8.0,não,0,2.0,413.0,4K,AMOLED,sim,0.0,2000,premium,23209
razer,2021.0,6,10,16.0,sim,6,,,FULLHD,OLED,não,0.0,250,jogos_premium,22600
apple,2020.0,4,7,8.0,não,0,2.0,553.0,4K,AMOLED,não,0.0,1000,premium,20431
lenovo,2011.0,2,4,8.0,sim,4,4.0,127.0,FULLHD,IPS,não,250.0,250,jogos_entrada,8561
acer,2011.0,4,5,16.0,não,0,,581.0,4K,AMOLED,não,250.0,250,premium,20577
positivo,2021.0,12,12,6.0,não,0,4.0,176.0,HD,TN,não,0.0,250,,5548
apple,2020.0,6,8,8.0,não,0,2.0,485.0,QUADHD,AMOLED,não,0.0,250,premium,20792
asus,2021.0,8,15,,não,0,,415.0,QUADHD,OLED,não,0.0,250,premium,20154
apple,2023.0,10,12,,não,0,,458.0,QUADHD,AMOLED,não,0.0,2000,premium,24505
huawei,2022.0,4,7,8.0,não,0,,,4K,OLED,não,0.0,2000,premium,20330
razer,2019.0,8,11,16.0,não,0,3.0,505.0,4K,AMOLED,não,0.0,2000,premium,16793
samsung,2013.0,6,11,16.0,não,0,3.0,,FULLHD,IPS,não,0.0,250,ultraportatil,15732
asus,2022.0,8,10,,não,0,2.0,73.0,FULLHD,IPS,sim,0.0,2000,2em1,10120
dell,2016.0,6,10,32.0,sim,6,,142.0,FULLHD,OLED,não,0.0,500,jogos_premium,24464
dell,2015.0,8,16,4.0,não,0,3.0,,FULLHD,AMOLED,sim,0.0,250,,12206
,2022.0,8,16,16.0,não,0,,568.0,QUADHD,OLED,não,0.0,1000,,20695
acer,2022.0,6,8,32.0,não,0,,586.0,FULLHD,IPS,sim,0.0,250,2em1,17581
acer,2021.0,6,11,8.0,sim,2,4.0,199.0,FULLHD,OLED,não,0.0,1000,jogos_entrada,10574
hp,2023.0,10,19,12.0,sim,8,,,QUADHD,OLED,não,0.0,2000,jogos_intermediarios,12798
xiaomi,2017.0,10,14,,não,0,3.0,497.0,QUADHD,AMOLED,não,0.0,250,premium,16976
xiaomi,2013.0,8,11,8.0,não,0,3.0,552.0,4K,OLED,não,1000.0,250,premium,25177
,2011.0,10,13,,não,0,2.0,,QUADHD,OLED,não,1000.0,250,premium,16165
lenovo,2014.0,10,14,32.0,sim,6,4.0,150.0,4K,AMOLED,não,0.0,1000,jogos_premium,19055
xiaomi,2020.0,4,5,16.0,não,0,,,FULLHD,AMOLED,não,0.0,2000,premium,23801
hp,2013.0,10,15,12.0,sim,6,1.0,127.0,4K,TN,não,0.0,500,jogos_intermediarios,11217
lenovo,2014.0,8,15,12.0,sim,4,,,FULLHD,IPS,não,2000.0,1000,jogos_entrada,9089
positivo,2022.0,6,7,6.0,não,0,,,HD,TN,não,0.0,250,entrada,4108
,2022.0,6,9,6.0,não,0,3.0,,HD,TN,não,250.0,125,entrada,8122
dell,2021.0,10,15,,não,0,,537.0,FULLHD,VA,não,0.0,250,ultraportatil,14873
samsung,2019.0,8,16,32.0,sim,6,4.0,53.0,QUADHD,OLED,não,0.0,250,jogos_premium,18345
asus,2017.0,8,14,32.0,não,0,,193.0,HD,TN,não,500.0,0,entrada,6599
huawei,2017.0,12,12,16.0,não,0,2.0,558.0,FULLHD,OLED,não,0.0,1000,premium,19680
razer,2013.0,12,12,32.0,sim,6,1.0,100.0,QUADHD,OLED,não,0.0,250,jogos_premium,18182
samsung,2016.0,8,12,12.0,não,0,3.0,206.0,FULLHD,AMOLED,sim,0.0,250,2em1,13688
lenovo,2015.0,6,10,2.0,não,0,,,FULLHD,VA,não,0.0,500,ultraportatil,15803
asus,2023.0,6,9,2.0,não,0,3.0,584.0,FULLHD,VA,não,0.0,1000,ultraportatil,15770
samsung,2019.0,10,16,16.0,sim,6,,43.0,FULLHD,AMOLED,não,0.0,1000,jogos_premium,21350
razer,2013.0,6,11,8.0,não,0,3.0,439.0,FULLHD,AMOLED,não,0.0,1000,premium,19680
acer,2016.0,12,20,32.0,sim,6,,59.0,4K,OLED,não,0.0,500,jogos_premium,21060
lenovo,2022.0,12,14,,sim,12,4.0,72.0,4K,OLED,não,0.0,1000,jogos_premium,16332
xiaomi,2021.0,6,7,8.0,não,0,,583.0,QUADHD,AMOLED,não,0.0,2000,premium,25805
apple,2010.0,8,11,16.0,não,0,,539.0,FULLHD,OLED,não,1000.0,250,premium,16459
acer,2016.0,10,11,16.0,sim,6,,,FULLHD,OLED,não,0.0,500,jogos_premium,13178
huawei,2011.0,4,5,8.0,não,0,2.0,554.0,FULLHD,AMOLED,não,2000.0,250,premium,21002
,2020.0,12,15,,não,0,,,FULLHD,OLED,não,0.0,2000,premium,14923
apple,2018.0,4,5,8.0,não,0,,523.0,4K,AMOLED,não,0.0,250,premium,18257
positivo,2014.0,4,5,2.0,não,0,2.0,194.0,HD,IPS,não,500.0,0,entrada,6563
dell,2023.0,10,16,4.0,não,0,3.0,,HD,IPS,não,0.0,250,entrada,6130
hp,2018.0,6,10,,sim,6,,200.0,QUADHD,VA,não,0.0,2000,jogos_intermediarios,12848
apple,2016.0,10,13,16.0,não,0,,,4K,OLED,não,0.0,1000,,26031
positivo,2020.0,4,7,8.0,não,0,1.0,,HD,IPS,não,250.0,0,entrada,4164
samsung,2021.0,10,12,,não,0,,593.0,HD,IPS,não,0.0,1000,entrada,12236
lenovo,2012.0,2,4,16.0,não,0,4.0,323.0,HD,IPS,não,1000.0,0,intermediario,9229
huawei,2021.0,4,5,,não,0,,,4K,AMOLED,não,0.0,500,premium,18427
acer,2010.0,2,2,4.0,não,0,2.0,,HD,VA,não,0.0,250,intermediario,8969
samsung,2018.0,10,14,32.0,sim,6,2.0,176.0,FULLHD,AMOLED,não,0.0,2000,jogos_premium,18607
xiaomi,2011.0,4,4,16.0,não,0,,437.0,QUADHD,OLED,não,1000.0,250,premium,23235
dell,2018.0,6,9,8.0,sim,2,2.0,36.0,FULLHD,OLED,não,0.0,500,jogos_entrada,7113
razer,2020.0,4,8,16.0,sim,6,4.0,,4K,OLED,não,0.0,250,jogos_premium,22075
,2017.0,6,8,12.0,não,0,2.0,275.0,HD,IPS,não,1000.0,0,entrada,7769
positivo,2016.0,4,4,6.0,não,0,,203.0,HD,IPS,não,1000.0,0,entrada,5725
apple,2012.0,8,8,,não,0,,515.0,QUADHD,OLED,não,2000.0,250,premium,18772
dell,2022.0,8,11,12.0,não,0,2.0,414.0,FULLHD,IPS,sim,0.0,500,2em1,13813
samsung,,8,15,12.0,sim,8,4.0,55.0,4K,TN,não,0.0,250,jogos_intermediarios,9666
acer,2014.0,8,11,16.0,não,0,3.0,596.0,FULLHD,IPS,não,250.0,1000,ultraportatil,20160
,2020.0,4,4,8.0,não,0,2.0,477.0,QUADHD,OLED,não,0.0,500,premium,18386
asus,2013.0,8,10,8.0,não,0,3.0,,4K,OLED,não,0.0,500,premium,19638
huawei,2017.0,12,15,8.0,não,0,,,FULLHD,OLED,não,0.0,250,premium,16042
razer,2010.0,4,5,,sim,6,,123.0,4K,OLED,não,500.0,125,jogos_premium,23652
positivo,2010.0,4,8,8.0,não,0,,104.0,HD,IPS,não,2000.0,0,entrada,5634
dell,2010.0,4,4,2.0,não,0,1.0,,HD,VA,não,500.0,0,,12016
lenovo,2014.0,4,6,8.0,não,0,4.0,,HD,IPS,não,2000.0,0,entrada,9856
hp,2018.0,10,15,12.0,sim,2,1.0,70.0,FULLHD,OLED,não,0.0,2000,,9983
,2020.0,8,10,32.0,sim,6,,120.0,FULLHD,AMOLED,não,0.0,2000,jogos_premium,21833
acer,2023.0,8,10,12.0,sim,2,4.0,,FULLHD,OLED,não,0.0,500,jogos_entrada,10549
huawei,2021.0,6,12,8.0,não,0,2.0,477.0,QUADHD,OLED,não,0.0,2000,premium,15549
razer,2023.0,12,20,32.0,sim,6,,82.0,FULLHD,AMOLED,não,0.0,2000,,24504
xiaomi,2023.0,6,8,8.0,não,0,,579.0,4K,AMOLED,não,0.0,250,premium,16294
hp,2012.0,2,4,12.0,sim,4,,187.0,FULLHD,TN,não,250.0,250,jogos_entrada,8813
,2014.0,6,6,,sim,6,,111.0,FULLHD,OLED,não,2000.0,2000,,11506
,2016.0,4,5,,não,0,3.0,216.0,HD,TN,não,0.0,2000,entrada,7191
razer,2022.0,4,4,8.0,não,0,3.0,477.0,4K,OLED,não,0.0,2000,premium,21121
dell,2021.0,8,14,12.0,sim,6,,137.0,QUADHD,VA,não,0.0,250,jogos_intermediarios,11494
huawei,2015.0,12,21,8.0,não,0,,569.0,4K,OLED,não,0.0,1000,premium,20454
positivo,2020.0,6,12,2.0,não,0,2.0,100.0,HD,IPS,não,500.0,0,entrada,5182
razer,2013.0,6,11,16.0,sim,6,1.0,193.0,QUADHD,OLED,não,1000.0,500,jogos_premium,19293
huawei,2016.0,6,11,16.0,não,0,,498.0,FULLHD,OLED,não,0.0,500,premium,16844
,2022.0,12,19,16.0,não,0,,,FULLHD,OLED,não,0.0,500,premium,18174
dell,2020.0,10,15,8.0,não,0,3.0,563.0,FULLHD,AMOLED,não,0.0,2000,premium,22521
,2021.0,6,9,16.0,sim,6,4.0,,FULLHD,OLED,não,0.0,500,jogos_premium,11091
hp,,12,20,12.0,sim,6,4.0,,FULLHD,OLED,não,0.0,1000,,13009
asus,2015.0,8,9,4.0,não,0,2.0,,FULLHD,IPS,sim,0.0,1000,2em1,9835
apple,2022.0,6,7,16.0,não,0,2.0,523.0,FULLHD,OLED,não,0.0,250,premium,21419
samsung,2022.0,8,10,12.0,não,0,,544.0,FULLHD,IPS,não,0.0,250,ultraportatil,19940
razer,2010.0,4,7,16.0,sim,6,4.0,111.0,FULLHD,OLED,não,250.0,250,jogos_premium,23217
hp,2013.0,4,5,12.0,sim,6,2.0,198.0,QUADHD,VA,não,2000.0,1000,jogos_intermediarios,11096
positivo,2010.0,2,2,12.0,não,0,1.0,,HD,IPS,não,1000.0,0,entrada,3359
dell,2020.0,6,8,16.0,não,0,3.0,572.0,FULLHD,AMOLED,sim,0.0,250,premium,19844
,,6,6,6.0,não,0,3.0,501.0,HD,TN,não,250.0,0,entrada,11087
apple,2017.0,6,9,8.0,não,0,,553.0,4K,AMOLED,não,0.0,250,premium,22739
,2014.0,8,16,16.0,sim,6,3.0,98.0,QUADHD,TN,não,500.0,2000,jogos_intermediarios,11697
lenovo,2013.0,4,7,8.0,sim,4,3.0,85.0,FULLHD,OLED,não,2000.0,125,jogos_entrada,8320
acer,2010.0,4,6,,não,0,,583.0,4K,AMOLED,não,0.0,250,premium,20180
asus,2011.0,6,6,4.0,não,0,,187.0,FULLHD,IPS,sim,2000.0,250,2em1,9718
,2012.0,4,4,8.0,não,0,2.0,,FULLHD,AMOLED,sim,0.0,250,2em1,6702
samsung,2017.0,10,19,4.0,não,0,,116.0,FULLHD,IPS,sim,0.0,500,2em1,9348
lenovo,2014.0,4,7,32.0,não,0,,180.0,HD,TN,não,1000.0,0,intermediario,8763
lenovo,2014.0,6,11,32.0,não,0,2.0,553.0,FULLHD,VA,não,500.0,2000,ultraportatil,20695
xiaomi,2020.0,6,10,,não,0,3.0,460.0,FULLHD,AMOLED,não,0.0,2000,premium,19304
dell,2013.0,6,11,12.0,não,0,,241.0,FULLHD,IPS,sim,2000.0,250,,10277
apple,2018.0,10,15,8.0,não,0,3.0,456.0,QUADHD,OLED,não,0.0,1000,,24945
xiaomi,2020.0,8,9,8.0,não,0,,,4K,AMOLED,não,0.0,2000,premium,22659
positivo,2011.0,2,2,,não,0,2.0,,HD,IPS,não,1000.0,0,,4903
,2015.0,6,9,8.0,sim,4,2.0,,FULLHD,VA,não,0.0,250,jogos_entrada,8670
acer,2021.0,4,6,8.0,sim,2,4.0,112.0,FULLHD,VA,não,0.0,2000,jogos_entrada,8483
asus,2017.0,4,7,4.0,não,0,2.0,76.0,FULLHD,AMOLED,sim,0.0,500,,8227
apple,2018.0,8,9,16.0,não,0,2.0,499.0,4K,OLED,não,0.0,250,premium,17689
hp,2013.0,6,9,12.0,sim,6,3.0,172.0,FULLHD,OLED,não,500.0,125,jogos_intermediarios,11585
acer,2021.0,8,13,2.0,não,0,3.0,219.0,FULLHD,IPS,sim,0.0,2000,2em1,14045
lenovo,2020.0,8,10,16.0,não,0,,,QUADHD,OLED,não,,2000,premium,21160
apple,2017.0,10,10,8.0,não,0,2.0,483.0,FULLHD,AMOLED,não,0.0,2000,premium,17369
xiaomi,2019.0,8,12,8.0,não,0,2.0,,FULLHD,AMOLED,não,0.0,500,premium,23899
razer,2011.0,10,13,16.0,sim,6,3.0,,QUADHD,AMOLED,não,0.0,500,jogos_premium,11699
asus,2015.0,6,9,,não,0,,,HD,IPS,não,1000.0,0,intermediario,12738
razer,2018.0,6,10,32.0,sim,6,3.0,112.0,4K,AMOLED,não,0.0,2000,jogos_premium,17493
positivo,2019.0,4,6,2.0,não,0,4.0,38.0,HD,TN,não,1000.0,0,,3651
razer,2011.0,12,24,16.0,sim,6,,130.0,FULLHD,AMOLED,não,1000.0,1000,,21370
acer,2021.0,12,23,,não,0,2.0,,4K,OLED,não,0.0,250,premium,22497
dell,2023.0,8,13,,não,0,2.0,,FULLHD,IPS,sim,0.0,1000,2em1,12685
positivo,2017.0,4,7,64.0,não,0,,154.0,HD,TN,não,250.0,0,entrada,7150
apple,2015.0,10,16,16.0,não,0,2.0,,4K,AMOLED,não,0.0,500,premium,23681
samsung,2019.0,10,17,16.0,não,0,,,4K,OLED,não,0.0,1000,premium,19136
razer,2010.0,12,16,8.0,não,0,,,4K,AMOLED,não,0.0,1000,premium,16086
positivo,2020.0,6,9,,não,0,1.0,280.0,HD,IPS,não,1000.0,0,entrada,7521
apple,2014.0,4,4,16.0,não,0,,508.0,4K,AMOLED,não,2000.0,250,premium,18476
acer,2017.0,10,16,12.0,não,0,4.0,454.0,HD,IPS,não,500.0,0,intermediario,12669
dell,2018.0,10,18,12.0,sim,6,3.0,,QUADHD,TN,não,0.0,250,,9902
asus,2013.0,6,6,2.0,não,0,,,HD,TN,não,0.0,2000,entrada,8353
,2022.0,6,6,16.0,não,0,,563.0,QUADHD,AMOLED,não,0.0,250,premium,23771
samsung,2023.0,4,6,,sim,2,4.0,41.0,FULLHD,IPS,não,0.0,2000,,6961
dell,2016.0,12,22,32.0,sim,6,,175.0,QUADHD,AMOLED,não,0.0,1000,jogos_premium,19732
samsung,2017.0,6,10,16.0,não,0,,546.0,FULLHD,AMOLED,sim,0.0,1000,2em1,18621
acer,2015.0,10,16,16.0,sim,6,3.0,91.0,FULLHD,AMOLED,não,0.0,2000,,23196
samsung,2014.0,10,15,8.0,não,0,2.0,499.0,FULLHD,AMOLED,não,0.0,250,premium,20248
razer,2023.0,12,21,32.0,sim,12,4.0,,QUADHD,AMOLED,não,0.0,1000,jogos_premium,17672
acer,2023.0,4,4,4.0,não,0,3.0,,FULLHD,IPS,não,0.0,1000,,18631
asus,2018.0,4,4,4.0,não,0,3.0,,HD,TN,não,0.0,500,entrada,3085
samsung,2012.0,4,4,32.0,sim,6,,36.0,FULLHD,AMOLED,não,250.0,1000,jogos_premium,22757
asus,2011.0,2,4,6.0,não,0,,544.0,FULLHD,IPS,não,1000.0,250,ultraportatil,13708
,2015.0,4,6,2.0,não,0,3.0,556.0,FULLHD,VA,não,0.0,500,,18796
