Gênero,Ano,Duração,Diretor,Classificação,Idioma,Elenco,Restrição de Idade,Usuário Gosta
Fantasia,1928,106,Woody Allen,7.1,Russo,19,Livre,Sim
Drama,1995,90,Orson Welles,4.3,Alemão,13,14+,Não
Thriller,2004,105,Orson Welles,9.5,Português,14,14+,Não
Documentário,1995,130,Quentin Tarantino,3.1,Espanhol,11,16+,Sim
Ação,1962,141,Martin Scorsese,6.6,Francês,6,16+,Não
Ação,1986,85,Francis Ford Coppola,4.6,Mandarim,13,10+,Sim
Romance,1979,105,Orson Welles,6.9,Japonês,9,12+,Não
Drama,1962,177,Woody Allen,1.1,Japonês,6,12+,Não
Drama,1937,79,Ridley Scott,1.6,Francês,4,14+,Não
Documentário,1972,83,Woody Allen,7.2,Inglês,6,12+,Não
Romance,2020,129,Steven Spielberg,1.4,Japonês,2,14+,Não
Ficção Científica,1944,131,Ridley Scott,1.4,Russo,6,18+,Não
Thriller,2001,165,Francis Ford Coppola,6.7,Português,11,18+,Não
Romance,1920,69,Steven Spielberg,6.7,Russo,9,18+,Não
Ação,1982,121,Stanley Kubrick,7.3,Francês,2,10+,Sim
Romance,1990,102,Francis Ford Coppola,2.7,Japonês,20,18+,Não
Fantasia,1945,162,Quentin Tarantino,1.2,Russo,12,Livre,Sim
Animação,1972,129,Steven Spielberg,3.2,Espanhol,5,18+,Não
Terror,1921,72,Francis Ford Coppola,5.6,Russo,14,16+,Não
Documentário,2002,126,Orson Welles,1.1,Hindi,1,18+,Não
Fantasia,1930,169,Orson Welles,5.4,Alemão,5,12+,Não
Ação,2005,122,Steven Spielberg,2.2,Espanhol,18,12+,Não
Romance,1945,160,Stanley Kubrick,8.5,Italiano,15,16+,Não
Ficção Científica,1920,180,Alfred Hitchcock,5.2,Hindi,16,18+,Não
Drama,1980,75,Christopher Nolan,9.8,Francês,8,18+,Sim
Comédia,1934,108,Francis Ford Coppola,8.4,Espanhol,16,12+,Não
Fantasia,1934,97,Christopher Nolan,2.1,Italiano,20,10+,Sim
Ação,1944,169,Woody Allen,9.9,Hindi,2,16+,Não
Thriller,1939,133,Woody Allen,9.1,Russo,4,18+,Não
Drama,1986,123,Ridley Scott,7.9,Inglês,16,12+,Não
Romance,2006,166,Francis Ford Coppola,9.0,Russo,12,12+,Não
Comédia,1950,150,Stanley Kubrick,2.9,Francês,11,18+,Não
Ficção Científica,1955,64,Quentin Tarantino,8.4,Inglês,6,14+,Sim
Drama,2014,175,Stanley Kubrick,7.1,Francês,12,18+,Não
Comédia,2018,127,Alfred Hitchcock,4.2,Mandarim,16,18+,Não
Terror,1946,75,Stanley Kubrick,8.4,Francês,4,14+,Não
Fantasia,1973,130,Alfred Hitchcock,7.3,Francês,10,12+,Não
Fantasia,1990,143,Quentin Tarantino,8.3,Russo,15,12+,Sim
Ação,1988,80,Martin Scorsese,8.2,Hindi,9,14+,Não
Comédia,1987,123,Alfred Hitchcock,7.2,Mandarim,5,18+,Não
Fantasia,1929,113,Steven Spielberg,8.1,Hindi,13,Livre,Sim
Drama,1986,94,Christopher Nolan,5.0,Japonês,18,Livre,Sim
Terror,2015,110,Steven Spielberg,8.1,Inglês,20,12+,Não
Ação,2020,66,Alfred Hitchcock,7.8,Francês,15,14+,Não
Romance,1927,145,Stanley Kubrick,2.2,Mandarim,20,16+,Não
Drama,1920,92,Martin Scorsese,8.8,Russo,13,12+,Não
Fantasia,2014,97,Stanley Kubrick,1.9,Japonês,19,16+,Não
Animação,2008,94,Francis Ford Coppola,7.4,Italiano,14,10+,Sim
Comédia,1922,120,Francis Ford Coppola,6.0,Mandarim,2,16+,Não
Documentário,1982,158,Stanley Kubrick,4.0,Italiano,20,16+,Não
Documentário,1980,81,Stanley Kubrick,3.1,Francês,9,14+,Não
Documentário,1992,180,Steven Spielberg,6.4,Hindi,19,12+,Não
Ficção Científica,2023,139,Francis Ford Coppola,6.1,Francês,1,Livre,Sim
Romance,1962,166,Ridley Scott,9.7,Russo,7,14+,Não
Animação,1967,152,Christopher Nolan,3.0,Espanhol,13,14+,Sim
Fantasia,1980,78,Quentin Tarantino,7.9,Italiano,3,18+,Sim
Animação,1997,151,Stanley Kubrick,1.7,Japonês,1,14+,Não
Ficção Científica,1934,98,Stanley Kubrick,5.6,Espanhol,17,16+,Não
Ação,1927,162,Francis Ford Coppola,7.8,Mandarim,4,Livre,Sim
Ficção Científica,1971,67,Francis Ford Coppola,4.7,Português,16,18+,Não
Thriller,1925,71,Ridley Scott,9.0,Português,9,Livre,Sim
Fantasia,2018,98,Francis Ford Coppola,3.5,Francês,7,Livre,Sim
Romance,1952,131,Stanley Kubrick,7.0,Hindi,6,18+,Não
Drama,1986,100,Woody Allen,1.8,Inglês,18,Livre,Sim
Animação,1973,127,Alfred Hitchcock,7.9,Alemão,5,14+,Não
Animação,1994,179,Orson Welles,2.2,Russo,10,16+,Não
Comédia,1924,153,Quentin Tarantino,7.0,Inglês,19,Livre,Sim
Comédia,1999,67,Stanley Kubrick,2.5,Francês,8,14+,Não
Documentário,1985,101,Woody Allen,2.3,Francês,19,18+,Não
Thriller,1996,174,Ridley Scott,8.8,Francês,3,18+,Não
Romance,2022,130,Stanley Kubrick,2.8,Espanhol,5,Livre,Sim
Documentário,2012,109,Ridley Scott,8.1,Inglês,10,10+,Sim
Terror,1966,124,Woody Allen,9.5,Russo,19,18+,Não
Romance,1966,165,Stanley Kubrick,7.0,Alemão,11,Livre,Sim
Thriller,1942,147,Orson Welles,3.4,Inglês,1,18+,Não
Comédia,1935,85,Stanley Kubrick,3.3,Hindi,12,12+,Não
Terror,1927,111,Martin Scorsese,4.5,Italiano,12,16+,Não
Thriller,1934,173,Woody Allen,7.9,Italiano,19,14+,Não
Fantasia,1965,93,Orson Welles,7.3,Português,2,10+,Sim
Comédia,1934,163,Martin Scorsese,1.6,Espanhol,9,Livre,Sim
Thriller,1999,131,Alfred Hitchcock,5.0,Italiano,4,14+,Não
Romance,2001,129,Martin Scorsese,6.4,Japonês,17,10+,Sim
Fantasia,1995,71,Orson Welles,2.0,Mandarim,20,16+,Não
Comédia,2005,60,Woody Allen,9.5,Alemão,6,Livre,Sim
Romance,1961,83,Martin Scorsese,7.6,Alemão,1,16+,Não
Ação,2006,156,Stanley Kubrick,4.6,Português,3,12+,Não
Drama,2021,69,Martin Scorsese,6.2,Português,19,12+,Não
Ficção Científica,1931,85,Francis Ford Coppola,5.3,Italiano,13,10+,Sim
Documentário,1936,69,Martin Scorsese,1.6,Italiano,5,14+,Não
Fantasia,1938,92,Christopher Nolan,8.8,Inglês,1,18+,Sim
Comédia,1931,66,Martin Scorsese,1.8,Alemão,10,14+,Não
Ação,2019,120,Orson Welles,2.6,Francês,5,10+,Sim
Documentário,1929,149,Ridley Scott,4.1,Japonês,11,16+,Não
Drama,1956,137,Christopher Nolan,4.5,Italiano,2,12+,Sim
Fantasia,1963,95,Steven Spielberg,7.3,Espanhol,15,Livre,Sim
Documentário,2022,61,Francis Ford Coppola,1.1,Português,7,10+,Sim
Ficção Científica,1946,170,Steven Spielberg,3.0,Mandarim,18,14+,Não
Drama,1979,75,Francis Ford Coppola,5.8,Italiano,20,18+,Não
Ficção Científica,1955,135,Ridley Scott,8.5,Italiano,15,12+,Sim
Ficção Científica,2014,139,Stanley Kubrick,2.7,Russo,4,12+,Não
Fantasia,2018,141,Ridley Scott,5.2,Italiano,3,10+,Sim
Romance,1985,175,Woody Allen,9.5,Inglês,18,12+,Não
Drama,1933,158,Christopher Nolan,7.1,Português,19,14+,Sim
Comédia,1940,75,Alfred Hitchcock,2.8,Mandarim,9,16+,Não
Romance,1975,93,Stanley Kubrick,1.6,Mandarim,16,Livre,Sim
Thriller,1949,150,Stanley Kubrick,2.2,Alemão,7,10+,Sim
Fantasia,1924,137,Steven Spielberg,2.4,Italiano,10,Livre,Sim
Thriller,1928,104,Ridley Scott,4.7,Alemão,9,16+,Não
Thriller,1981,173,Martin Scorsese,8.2,Italiano,2,18+,Não
Fantasia,1967,61,Steven Spielberg,7.0,Italiano,12,Livre,Sim
Animação,1926,88,Stanley Kubrick,2.3,Hindi,10,18+,Não
Comédia,1940,101,Martin Scorsese,5.9,Espanhol,14,10+,Sim
Documentário,1987,118,Ridley Scott,3.0,Francês,19,12+,Não
Comédia,1988,81,Alfred Hitchcock,7.8,Mandarim,11,16+,Não
Animação,1929,148,Francis Ford Coppola,2.8,Mandarim,1,16+,Não
Drama,1959,112,Christopher Nolan,1.7,Italiano,19,16+,Sim
Documentário,1976,104,Ridley Scott,6.1,Hindi,15,12+,Não
Ação,1952,142,Martin Scorsese,9.1,Japonês,12,14+,Não
Terror,1964,67,Steven Spielberg,1.5,Alemão,19,Livre,Sim
Animação,1933,62,Quentin Tarantino,8.3,Português,9,10+,Sim
Documentário,2003,146,Woody Allen,10.0,Espanhol,11,10+,Sim
Thriller,1956,176,Stanley Kubrick,7.8,Português,15,16+,Não
Fantasia,1997,94,Woody Allen,8.2,Italiano,18,Livre,Sim
Drama,1932,97,Woody Allen,2.0,Espanhol,18,16+,Não
Fantasia,1962,94,Steven Spielberg,6.8,Japonês,13,14+,Não
Drama,2001,118,Quentin Tarantino,1.8,Inglês,20,18+,Sim
Comédia,1994,95,Martin Scorsese,8.9,Mandarim,20,16+,Não
Ficção Científica,1920,86,Stanley Kubrick,6.8,Hindi,10,10+,Sim
Animação,2000,125,Francis Ford Coppola,3.6,Inglês,15,18+,Não
Romance,2004,75,Woody Allen,7.1,Português,3,10+,Sim
Romance,1931,155,Christopher Nolan,8.4,Espanhol,15,18+,Sim
Terror,2000,149,Christopher Nolan,8.0,Mandarim,13,10+,Sim
Animação,1939,130,Stanley Kubrick,9.8,Alemão,2,14+,Não
Comédia,1951,83,Orson Welles,2.1,Português,13,12+,Não
Terror,1997,76,Steven Spielberg,3.5,Espanhol,15,16+,Não
Documentário,1921,74,Woody Allen,5.4,Alemão,4,10+,Sim
Fantasia,1928,158,Christopher Nolan,4.2,Japonês,1,10+,Sim
Ação,2002,129,Christopher Nolan,8.1,Italiano,12,18+,Sim
Animação,1998,168,Francis Ford Coppola,2.3,Russo,18,16+,Não
Animação,1957,66,Christopher Nolan,2.8,Português,9,16+,Sim
Thriller,1925,104,Francis Ford Coppola,6.9,Inglês,8,18+,Não
Comédia,2010,160,Martin Scorsese,9.3,Português,6,Livre,Sim
Documentário,1953,99,Alfred Hitchcock,8.1,Espanhol,17,18+,Não
Thriller,1971,91,Quentin Tarantino,9.2,Alemão,8,10+,Sim
Comédia,2004,154,Ridley Scott,1.5,Francês,14,10+,Sim
Fantasia,1999,172,Ridley Scott,6.9,Hindi,5,14+,Não
Drama,1981,87,Orson Welles,8.6,Japonês,17,18+,Não
Documentário,1981,95,Woody Allen,9.1,Português,10,16+,Não
Drama,2012,105,Christopher Nolan,9.6,Italiano,10,Livre,Sim
Fantasia,1959,136,Steven Spielberg,7.5,Japonês,4,10+,Sim
Thriller,2008,93,Francis Ford Coppola,1.8,Português,16,16+,Não
Ficção Científica,1993,137,Orson Welles,5.5,Espanhol,6,10+,Sim
Drama,1929,115,Ridley Scott,1.9,Hindi,17,10+,Sim
Drama,2002,139,Alfred Hitchcock,6.9,Hindi,14,14+,Não
Animação,1953,93,Martin Scorsese,9.8,Japonês,4,14+,Não
Romance,1957,143,Ridley Scott,4.1,Francês,4,10+,Sim
Ficção Científica,1961,164,Martin Scorsese,3.7,Alemão,1,Livre,Sim
Fantasia,1969,70,Christopher Nolan,4.5,Japonês,18,16+,Sim
Fantasia,1941,109,Steven Spielberg,5.1,Russo,20,10+,Sim
Comédia,1938,149,Woody Allen,2.5,Espanhol,6,10+,Sim
Animação,1965,133,Quentin Tarantino,9.7,Hindi,2,12+,Sim
Drama,1975,75,Stanley Kubrick,2.1,Português,11,18+,Não
Terror,1960,92,Martin Scorsese,3.1,Japonês,16,16+,Não
Animação,1984,78,Martin Scorsese,2.7,Espanhol,11,14+,Não
Thriller,2009,98,Martin Scorsese,5.4,Espanhol,13,16+,Não
Romance,2016,118,Steven Spielberg,7.2,Italiano,5,14+,Não
Documentário,1975,106,Martin Scorsese,5.3,Russo,9,14+,Não
Documentário,1920,179,Francis Ford Coppola,3.3,Espanhol,3,12+,Não
Terror,2001,156,Quentin Tarantino,6.5,Mandarim,16,14+,Sim
Thriller,1981,136,Francis Ford Coppola,7.2,Espanhol,19,18+,Não
Ação,1985,82,Quentin Tarantino,8.4,Português,13,14+,Sim
Thriller,1972,62,Orson Welles,7.7,Alemão,5,Livre,Sim
Documentário,1920,93,Christopher Nolan,4.0,Inglês,16,18+,Sim
Documentário,2016,172,Woody Allen,9.7,Italiano,4,14+,Não
Documentário,1969,127,Woody Allen,4.6,Mandarim,16,16+,Não
Thriller,2003,79,Christopher Nolan,7.4,Japonês,4,10+,Sim
Fantasia,2023,141,Christopher Nolan,7.2,Inglês,2,16+,Sim
Thriller,1945,126,Francis Ford Coppola,4.3,Português,19,Livre,Sim
Documentário,1937,175,Orson Welles,5.4,Japonês,18,10+,Sim
Ficção Científica,1929,170,Ridley Scott,7.0,Mandarim,15,Livre,Sim
Documentário,1929,174,Christopher Nolan,8.7,Russo,7,18+,Sim
Thriller,2012,155,Ridley Scott,6.7,Alemão,14,14+,Não
Ficção Científica,1982,145,Ridley Scott,1.0,Francês,5,16+,Não
Drama,2006,112,Christopher Nolan,2.5,Italiano,3,18+,Sim
Ficção Científica,1992,77,Ridley Scott,1.3,Português,17,18+,Não
Drama,2004,176,Stanley Kubrick,4.6,Português,20,16+,Não
Fantasia,1940,178,Ridley Scott,9.8,Mandarim,6,Livre,Sim
Ação,1965,106,Quentin Tarantino,5.2,Alemão,5,10+,Sim
Ação,1987,165,Martin Scorsese,9.8,Português,1,Livre,Sim
Comédia,1974,82,Martin Scorsese,9.2,Italiano,20,18+,Não
Terror,1929,117,Alfred Hitchcock,3.3,Russo,2,16+,Não
Terror,2017,134,Francis Ford Coppola,7.1,Espanhol,7,10+,Sim
Fantasia,2004,118,Francis Ford Coppola,8.1,Inglês,17,Livre,Sim
Terror,1944,172,Stanley Kubrick,8.0,Inglês,14,12+,Não
Animação,1997,81,Orson Welles,9.5,Espanhol,3,14+,Não
Documentário,1980,164,Steven Spielberg,3.4,Italiano,14,14+,Não
Ficção Científica,1944,128,Francis Ford Coppola,1.7,Mandarim,5,Livre,Sim
Ação,2005,93,Ridley Scott,7.5,Japonês,18,12+,Não
Comédia,1933,123,Orson Welles,2.6,Inglês,4,Livre,Sim
Animação,2013,100,Orson Welles,3.0,Hindi,17,Livre,Sim
Drama,1969,84,Alfred Hitchcock,8.3,Português,2,16+,Não
Ação,1934,134,Woody Allen,7.4,Mandarim,9,12+,Não
Terror,1965,121,Stanley Kubrick,3.5,Inglês,9,12+,Não
Fantasia,1986,124,Quentin Tarantino,3.9,Hindi,7,12+,Sim
Ficção Científica,1964,155,Ridley Scott,5.0,Mandarim,9,16+,Não
Thriller,1997,164,Alfred Hitchcock,8.7,Francês,6,14+,Não
Terror,1920,177,Martin Scorsese,8.9,Italiano,19,10+,Sim
Ficção Científica,2010,91,Christopher Nolan,4.6,Hindi,16,Livre,Sim
Drama,2000,77,Steven Spielberg,4.0,Português,9,12+,Não
Terror,1921,80,Orson Welles,2.6,Japonês,1,18+,Não
Ação,1984,119,Christopher Nolan,9.1,Japonês,17,12+,Sim
Comédia,1969,138,Woody Allen,5.7,Russo,11,Livre,Sim
Documentário,1955,121,Steven Spielberg,4.4,Inglês,4,10+,Sim
Documentário,1959,154,Steven Spielberg,9.6,Hindi,19,Livre,Sim
Comédia,1973,62,Orson Welles,7.4,Francês,11,14+,Não
Fantasia,1950,145,Stanley Kubrick,5.7,Russo,2,12+,Não
Thriller,1955,173,Orson Welles,6.9,Italiano,9,12+,Não
Terror,1956,88,Stanley Kubrick,4.6,Japonês,16,Livre,Sim
Animação,2005,73,Orson Welles,5.5,Francês,6,16+,Não
Documentário,2007,134,Orson Welles,3.3,Hindi,12,10+,Sim
Thriller,1942,106,Orson Welles,1.1,Japonês,5,18+,Não
Ação,1941,91,Orson Welles,6.6,Espanhol,19,14+,Não
Ficção Científica,1957,135,Francis Ford Coppola,8.8,Mandarim,7,Livre,Sim
Comédia,1988,84,Orson Welles,3.6,Hindi,12,Livre,Sim
Ficção Científica,2002,60,Alfred Hitchcock,2.4,Mandarim,17,16+,Não
Ação,2013,122,Orson Welles,7.5,Hindi,3,12+,Não
Drama,1947,123,Quentin Tarantino,2.4,Inglês,7,18+,Sim
Romance,1943,82,Christopher Nolan,5.1,Português,12,10+,Sim
Terror,2005,107,Francis Ford Coppola,5.4,Francês,13,10+,Sim
Ação,1979,115,Ridley Scott,1.5,Hindi,5,14+,Não
Thriller,1960,67,Quentin Tarantino,4.7,Espanhol,13,14+,Sim
Romance,1959,118,Woody Allen,7.2,Francês,13,14+,Não
Drama,1994,164,Quentin Tarantino,4.1,Francês,14,10+,Sim
Ação,1985,130,Francis Ford Coppola,1.7,Inglês,6,18+,Não
Drama,1980,61,Woody Allen,3.6,Mandarim,13,14+,Não
Animação,1928,126,Francis Ford Coppola,6.1,Hindi,20,12+,Não
Fantasia,1954,128,Quentin Tarantino,5.0,Mandarim,19,14+,Sim
Animação,2001,108,Steven Spielberg,5.8,Mandarim,6,14+,Não
Fantasia,1960,179,Stanley Kubrick,2.0,Japonês,3,10+,Sim
Documentário,1930,87,Alfred Hitchcock,8.6,Espanhol,4,12+,Não
Comédia,1965,155,Ridley Scott,9.3,Hindi,15,Livre,Sim
Romance,1972,78,Christopher Nolan,5.5,Mandarim,6,18+,Sim
Drama,1928,159,Martin Scorsese,1.2,Português,18,12+,Não
Ação,2011,173,Stanley Kubrick,6.7,Alemão,10,18+,Não
Drama,1955,172,Martin Scorsese,1.8,Russo,11,Livre,Sim
Animação,1968,169,Francis Ford Coppola,3.9,Mandarim,10,Livre,Sim
Fantasia,1965,170,Stanley Kubrick,7.1,Italiano,7,18+,Não
Comédia,1941,156,Quentin Tarantino,6.7,Russo,18,Livre,Sim
Terror,1953,118,Ridley Scott,7.2,Alemão,5,14+,Não
Ficção Científica,1936,134,Woody Allen,4.0,Francês,12,Livre,Sim
Drama,1999,68,Orson Welles,5.8,Italiano,10,10+,Sim
Ficção Científica,2021,166,Martin Scorsese,9.4,Português,1,12+,Sim
Animação,1927,73,Ridley Scott,7.6,Português,7,10+,Sim
Romance,2008,107,Woody Allen,5.5,Francês,11,16+,Não
Ficção Científica,1923,180,Francis Ford Coppola,3.8,Japonês,6,18+,Não
Romance,1968,82,Christopher Nolan,3.4,Hindi,4,14+,Sim
Thriller,1935,136,Steven Spielberg,4.9,Alemão,20,10+,Sim
Documentário,1999,89,Quentin Tarantino,2.5,Alemão,2,14+,Sim
Ficção Científica,2004,168,Woody Allen,1.1,Hindi,14,Livre,Sim
Animação,1994,139,Orson Welles,5.4,Japonês,5,12+,Não
Animação,2006,80,Martin Scorsese,2.3,Japonês,5,18+,Não
Animação,1949,179,Alfred Hitchcock,3.0,Português,19,Livre,Sim
Ação,2023,160,Stanley Kubrick,5.1,Hindi,18,18+,Não
Documentário,2004,142,Woody Allen,3.4,Mandarim,3,Livre,Sim
Comédia,1946,171,Francis Ford Coppola,9.5,Francês,20,16+,Não
Fantasia,2018,86,Martin Scorsese,6.1,Italiano,9,12+,Não
Animação,1987,101,Stanley Kubrick,9.0,Inglês,16,12+,Não
Ficção Científica,2014,141,Steven Spielberg,5.7,Português,19,16+,Não
Animação,1944,96,Martin Scorsese,8.6,Português,7,10+,Sim
Terror,2023,178,Orson Welles,7.9,Português,10,Livre,Sim
Thriller,2019,170,Ridley Scott,4.4,Hindi,1,12+,Não
Romance,1934,119,Ridley Scott,7.3,Português,8,16+,Não
Ficção Científica,1932,141,Francis Ford Coppola,6.6,Português,18,16+,Não
Comédia,1949,131,Stanley Kubrick,6.9,Alemão,3,10+,Sim
Romance,1978,103,Woody Allen,7.9,Francês,17,14+,Não
Romance,1922,157,Steven Spielberg,1.7,Alemão,18,12+,Não
Drama,1992,111,Christopher Nolan,8.5,Alemão,18,Livre,Sim
Documentário,2014,98,Quentin Tarantino,7.2,Alemão,14,18+,Sim
Romance,1927,89,Orson Welles,3.1,Mandarim,20,18+,Não
Ação,1999,174,Stanley Kubrick,4.1,Russo,11,14+,Não
Thriller,1941,141,Ridley Scott,1.0,Mandarim,13,18+,Não
Terror,1948,176,Ridley Scott,3.4,Italiano,13,12+,Não
Animação,1920,67,Ridley Scott,5.9,Hindi,19,12+,Não
Documentário,2015,148,Quentin Tarantino,8.5,Português,9,12+,Sim
Fantasia,1951,140,Woody Allen,6.7,Espanhol,10,14+,Não
Drama,2014,136,Quentin Tarantino,5.3,Italiano,20,10+,Sim
Animação,2011,86,Francis Ford Coppola,6.1,Alemão,8,16+,Não
Fantasia,1992,93,Stanley Kubrick,4.3,Russo,3,14+,Não
Thriller,1938,102,Francis Ford Coppola,5.6,Espanhol,11,18+,Não
Documentário,1968,126,Orson Welles,7.3,Francês,7,Livre,Sim
Animação,1962,117,Quentin Tarantino,4.8,Português,17,16+,Sim
Comédia,2018,135,Alfred Hitchcock,1.5,Hindi,3,Livre,Sim
Ação,1961,172,Francis Ford Coppola,1.3,Mandarim,6,Livre,Sim
Thriller,1963,85,Woody Allen,9.6,Francês,17,14+,Não
Ação,1939,107,Alfred Hitchcock,1.9,Inglês,14,14+,Não
Terror,2001,146,Christopher Nolan,9.7,Espanhol,1,Livre,Sim
Terror,1971,115,Martin Scorsese,5.9,Russo,14,12+,Não
Ficção Científica,1941,133,Ridley Scott,5.3,Português,6,10+,Sim
Animação,1934,161,Ridley Scott,3.4,Alemão,7,18+,Não
Drama,1938,171,Woody Allen,7.5,Espanhol,19,18+,Não
Fantasia,1966,152,Ridley Scott,7.2,Russo,9,18+,Não
Animação,1979,100,Christopher Nolan,8.4,Italiano,15,18+,Sim
Drama,1976,98,Alfred Hitchcock,8.1,Espanhol,13,10+,Sim
Animação,1972,74,Quentin Tarantino,8.9,Francês,7,16+,Sim
Drama,1997,172,Christopher Nolan,1.1,Espanhol,7,14+,Sim
Drama,1956,108,Alfred Hitchcock,5.5,Japonês,8,10+,Sim
Fantasia,1939,63,Stanley Kubrick,1.4,Italiano,13,10+,Sim
Documentário,1948,105,Orson Welles,1.6,Japonês,5,12+,Não
Drama,1951,106,Stanley Kubrick,6.0,Italiano,11,12+,Não
Comédia,1943,87,Woody Allen,7.1,Alemão,13,14+,Não
Comédia,1927,71,Quentin Tarantino,6.3,Português,4,12+,Sim
Terror,1927,174,Martin Scorsese,5.9,Alemão,8,14+,Não
Ação,1981,112,Woody Allen,5.2,Hindi,17,12+,Não
Thriller,1928,112,Ridley Scott,9.2,Japonês,4,18+,Não
Animação,1947,157,Orson Welles,8.2,Mandarim,20,10+,Sim
Terror,1996,71,Stanley Kubrick,7.0,Português,19,16+,Não
Terror,1970,121,Christopher Nolan,9.0,Mandarim,16,10+,Sim
Ação,1985,133,Orson Welles,7.9,Mandarim,6,Livre,Sim
Drama,1989,150,Francis Ford Coppola,9.1,Japonês,5,14+,Não
Drama,1955,180,Steven Spielberg,4.7,Italiano,19,18+,Não
Drama,1949,129,Steven Spielberg,1.3,Hindi,18,12+,Não
Comédia,1942,134,Steven Spielberg,2.4,Japonês,17,14+,Não
Thriller,1946,121,Alfred Hitchcock,6.9,Italiano,7,14+,Não
Animação,2015,133,Christopher Nolan,3.2,Hindi,7,18+,Sim
Fantasia,2018,79,Alfred Hitchcock,6.9,Japonês,8,16+,Não
Ação,2014,62,Woody Allen,2.7,Russo,2,10+,Sim
Comédia,2005,82,Woody Allen,3.2,Hindi,7,14+,Não
Comédia,2011,128,Francis Ford Coppola,8.6,Espanhol,17,18+,Não
Documentário,1940,108,Ridley Scott,5.0,Japonês,3,12+,Não
Documentário,1997,167,Christopher Nolan,3.2,Japonês,11,Livre,Sim
Drama,1937,154,Christopher Nolan,7.4,Espanhol,5,18+,Sim
Animação,2008,161,Ridley Scott,7.3,Hindi,1,16+,Não
Comédia,2010,156,Orson Welles,2.4,Inglês,6,14+,Não
Terror,1972,61,Quentin Tarantino,4.6,Alemão,4,14+,Sim
Drama,1978,97,Alfred Hitchcock,8.4,Alemão,4,16+,Não
Documentário,2019,84,Alfred Hitchcock,3.3,Mandarim,15,10+,Sim
Documentário,1980,103,Ridley Scott,9.2,Hindi,7,12+,Não
Thriller,1944,114,Francis Ford Coppola,5.7,Italiano,16,18+,Não
Thriller,1998,155,Stanley Kubrick,7.5,Italiano,8,14+,Não
Romance,2016,167,Stanley Kubrick,5.4,Português,1,12+,Não
Drama,1964,95,Stanley Kubrick,7.1,Português,3,Livre,Sim
Ficção Científica,1953,139,Martin Scorsese,9.1,Mandarim,2,Livre,Sim
Ficção Científica,1980,159,Steven Spielberg,4.0,Russo,18,16+,Não
Fantasia,1934,63,Stanley Kubrick,7.9,Hindi,6,Livre,Sim
Documentário,1989,144,Ridley Scott,1.2,Espanhol,8,14+,Não
Drama,1956,180,Ridley Scott,1.5,Mandarim,6,16+,Não
Romance,2018,112,Steven Spielberg,8.7,Mandarim,20,Livre,Sim
Documentário,2003,133,Woody Allen,7.4,Francês,15,12+,Não
Terror,1971,151,Alfred Hitchcock,9.8,Português,1,12+,Não
Terror,1963,145,Quentin Tarantino,4.8,Português,15,16+,Sim
Ação,1991,160,Steven Spielberg,6.4,Mandarim,12,Livre,Sim
Romance,1923,96,Woody Allen,9.7,Francês,11,14+,Não
Comédia,2023,72,Martin Scorsese,5.1,Mandarim,7,14+,Não
Fantasia,2006,176,Woody Allen,2.1,Francês,11,16+,Não
Animação,1997,111,Alfred Hitchcock,3.5,Japonês,17,18+,Não
Ação,2019,93,Stanley Kubrick,8.7,Alemão,9,18+,Não
Ação,1960,135,Stanley Kubrick,3.7,Português,15,18+,Não
Thriller,1954,136,Alfred Hitchcock,2.8,Hindi,6,18+,Não
Documentário,1960,153,Martin Scorsese,9.5,Alemão,16,Livre,Sim
Animação,1983,110,Steven Spielberg,9.7,Francês,13,18+,Não
Drama,2015,62,Francis Ford Coppola,6.6,Mandarim,18,Livre,Sim
Animação,1927,110,Quentin Tarantino,5.2,Italiano,11,10+,Sim
Terror,1963,132,Stanley Kubrick,3.7,Português,16,10+,Sim
Animação,1927,163,Alfred Hitchcock,2.2,Alemão,9,14+,Não
Ficção Científica,1956,163,Ridley Scott,4.1,Mandarim,13,14+,Não
Terror,1984,144,Steven Spielberg,3.1,Japonês,17,10+,Sim
Comédia,1980,109,Orson Welles,8.8,Mandarim,2,18+,Não
Thriller,1999,103,Stanley Kubrick,1.5,Português,16,10+,Sim
Thriller,1953,113,Christopher Nolan,7.1,Espanhol,2,16+,Sim
Documentário,1967,177,Orson Welles,7.4,Mandarim,6,12+,Não
Ação,1998,158,Woody Allen,4.3,Japonês,6,12+,Não
Romance,1946,83,Steven Spielberg,8.1,Francês,20,12+,Não
Documentário,1920,110,Orson Welles,1.2,Russo,9,18+,Não
Comédia,1976,159,Alfred Hitchcock,3.7,Russo,18,14+,Não
Animação,1937,95,Steven Spielberg,3.8,Mandarim,7,16+,Não
Documentário,1989,128,Christopher Nolan,5.9,Inglês,13,18+,Sim
Ação,1981,83,Orson Welles,7.1,Francês,8,14+,Não
Animação,1927,140,Francis Ford Coppola,6.1,Italiano,18,12+,Não
Romance,1963,86,Ridley Scott,3.3,Japonês,19,18+,Não
Thriller,2022,146,Christopher Nolan,2.3,Alemão,16,18+,Sim
Ação,1975,87,Steven Spielberg,6.3,Espanhol,16,Livre,Sim
Terror,1942,70,Alfred Hitchcock,7.4,Inglês,13,12+,Não
Ficção Científica,1933,75,Alfred Hitchcock,7.9,Espanhol,5,16+,Não
Terror,1986,141,Stanley Kubrick,4.9,Alemão,18,16+,Não
