renda_mensal,idade,pontuacao_credito,valor_emprestimo,duracao_emprestimo,outras_dividas,emprestimo_ativo,emprestimo_aprovado
7195,29,645,47073,29.0,não,não,sim
19368,62,871,37306,24.0,sim,não,sim
1071,65,494,11475,52.0,sim,sim,sim
1629,20,739,6933,28.0,sim,sim,não
18634,23,342,27543,23.0,não,sim,não
16415,28,712,20498,38.0,não,não,sim
19062,60,656,1203,52.0,não,sim,sim
8502,67,819,7353,8.0,não,sim,sim
16005,45,794,36607,18.0,sim,não,sim
6549,69,765,706,27.0,não,não,sim
12639,38,774,2863,36.0,não,sim,sim
17079,24,725,21435,59.0,não,sim,não
4682,70,695,5016,20.0,não,sim,sim
15968,68,456,42331,42.0,sim,não,sim
11185,51,859,1769,10.0,sim,não,sim
15742,47,517,10153,10.0,sim,não,sim
3086,49,338,26041,37.0,não,não,sim
11858,43,455,49910,14.0,sim,não,sim
16580,56,575,2693,13.0,sim,não,sim
13533,65,498,34955,21.0,não,sim,sim
12948,55,705,31024,25.0,não,sim,sim
11484,70,702,17667,56.0,não,não,sim
1462,47,598,22248,55.0,não,sim,sim
11502,20,408,20750,8.0,sim,sim,não
5995,51,891,25971,57.0,não,sim,sim
9451,46,347,27278,,sim,não,sim
9977,52,442,21311,31.0,sim,sim,sim
15474,48,837,27150,19.0,sim,sim,sim
8981,69,492,24543,,não,sim,sim
19873,50,411,43447,23.0,sim,não,sim
10174,40,351,43372,12.0,não,sim,sim
15186,47,661,23247,17.0,não,sim,sim
14777,37,366,45511,55.0,sim,não,sim
16440,32,490,13995,43.0,não,sim,sim
10269,47,541,12439,7.0,sim,não,sim
19049,22,588,16519,12.0,não,não,sim
17249,52,328,39414,,sim,não,sim
2488,24,499,14398,42.0,sim,sim,não
12912,27,633,15114,26.0,não,sim,sim
7038,68,577,16721,22.0,não,sim,sim
19321,35,377,33883,24.0,não,sim,sim
5368,70,822,40788,,não,não,sim
1017,23,657,18293,23.0,não,sim,não
17393,34,497,16441,54.0,sim,não,sim
17330,28,333,31913,15.0,não,sim,sim
13874,22,737,32134,46.0,não,não,sim
19911,49,388,47575,46.0,não,sim,sim
5624,28,551,44312,43.0,sim,não,sim
17815,70,812,35645,,sim,sim,sim
8549,31,868,29525,22.0,não,não,sim
8262,31,439,9318,,não,sim,sim
11072,21,330,8421,20.0,não,não,sim
13020,19,714,24078,10.0,não,não,sim
3669,65,742,26328,33.0,não,não,sim
4082,51,836,20751,45.0,não,não,sim
9362,70,387,5342,57.0,sim,não,sim
8596,26,549,31844,40.0,não,não,sim
19794,18,568,4311,25.0,não,sim,não
7278,24,374,12722,,sim,não,não
3245,54,423,33989,13.0,não,não,não
15704,38,633,27989,17.0,não,sim,sim
7420,67,527,32159,39.0,sim,não,sim
1755,47,636,46585,29.0,sim,sim,não
12823,61,597,16515,54.0,sim,sim,sim
16297,68,824,26729,47.0,não,não,sim
7052,69,669,38885,,sim,sim,sim
4135,34,692,32759,6.0,não,sim,não
12651,34,393,47571,8.0,sim,não,não
15200,31,383,25654,7.0,sim,não,sim
14301,33,605,29001,56.0,sim,não,sim
5332,49,350,19020,25.0,sim,não,sim
10350,47,546,30429,29.0,não,não,sim
10859,25,377,4741,36.0,não,não,sim
16616,19,728,2920,,sim,sim,não
12652,41,601,39131,8.0,não,sim,sim
5414,38,542,38548,60.0,sim,não,sim
13042,50,833,34522,58.0,sim,não,sim
8238,63,804,16720,23.0,não,não,sim
10904,56,455,47092,33.0,sim,sim,sim
3314,25,797,13456,31.0,não,sim,não
13716,38,645,39524,21.0,sim,sim,sim
9468,70,891,3058,,não,não,sim
10184,52,688,40452,,não,sim,sim
16348,47,518,10058,49.0,não,não,sim
11331,31,527,14946,60.0,não,não,sim
4611,30,528,30768,46.0,sim,sim,sim
18534,25,554,6275,,não,não,sim
1091,20,609,24369,27.0,não,sim,não
4177,52,512,23209,10.0,sim,não,não
5335,54,729,24534,39.0,não,sim,sim
14935,56,706,18471,,sim,não,sim
3769,30,689,43637,45.0,sim,sim,sim
4964,51,524,26570,28.0,não,sim,sim
14928,32,845,40118,36.0,sim,não,sim
3090,25,618,35622,12.0,não,sim,não
4481,70,543,37938,13.0,sim,sim,não
8203,43,823,7781,30.0,não,sim,sim
9457,58,345,7343,55.0,não,não,sim
1114,48,836,37686,6.0,não,não,sim
2753,39,307,8856,23.0,não,não,sim
7686,26,464,48250,46.0,não,sim,sim
9537,35,531,26967,22.0,sim,não,sim
17369,18,766,23766,46.0,não,sim,não
7169,38,568,34614,20.0,sim,sim,sim
3490,50,671,19868,20.0,sim,não,sim
18045,22,710,17263,52.0,não,não,sim
9816,52,610,36094,24.0,sim,sim,sim
1714,30,511,28386,55.0,não,não,sim
8384,53,667,20071,15.0,não,sim,sim
6154,22,591,45131,35.0,não,não,sim
19101,66,806,31454,43.0,não,sim,sim
15193,59,672,27107,15.0,sim,sim,sim
9123,26,760,12287,11.0,sim,sim,sim
5606,49,606,28465,,não,não,sim
9552,61,426,38625,26.0,não,não,sim
18492,69,845,11325,37.0,sim,não,sim
7944,26,490,30934,13.0,sim,sim,sim
14830,58,328,42455,,não,não,sim
11337,37,513,5557,39.0,sim,não,sim
1779,33,412,2415,6.0,sim,sim,sim
6154,36,517,46107,44.0,não,não,sim
10808,48,579,31270,21.0,não,sim,sim
2501,60,495,16974,48.0,não,não,sim
12714,48,753,25291,51.0,não,não,sim
3224,53,387,33465,57.0,não,sim,sim
14554,48,607,21087,51.0,não,sim,sim
19054,64,600,36459,46.0,sim,sim,sim
14812,43,325,44816,16.0,não,sim,sim
4569,26,439,34267,55.0,não,não,sim
8182,27,457,21672,12.0,não,sim,sim
16573,69,466,500,40.0,não,não,sim
12660,41,413,38987,59.0,sim,sim,sim
5989,69,353,29170,27.0,não,não,sim
19349,55,772,2494,19.0,sim,não,sim
16061,46,655,29308,23.0,não,não,sim
9937,62,616,21357,14.0,não,não,sim
1070,30,678,41059,8.0,não,não,sim
7562,51,719,30234,57.0,não,sim,sim
6185,33,733,27576,59.0,não,não,sim
9447,41,726,40869,26.0,sim,não,sim
14250,61,500,37707,,sim,não,sim
8143,61,535,6584,18.0,sim,sim,sim
9879,57,451,20010,,sim,sim,sim
15235,56,787,1472,38.0,não,sim,sim
10317,33,463,1060,50.0,sim,sim,sim
8482,26,606,17642,8.0,não,sim,sim
10351,45,315,28139,9.0,não,sim,sim
6552,20,382,45948,6.0,não,sim,não
1733,46,693,5745,44.0,sim,sim,sim
17273,37,350,11756,23.0,não,sim,sim
15042,62,817,39532,25.0,sim,sim,sim
7962,25,666,43548,53.0,não,não,sim
14326,25,586,10470,27.0,sim,não,não
17289,21,544,5743,29.0,sim,sim,não
13681,35,571,15594,49.0,sim,não,sim
7085,40,447,45206,23.0,não,não,sim
6416,23,884,46518,10.0,não,sim,não
19944,63,809,18210,,sim,sim,sim
1924,44,672,27650,59.0,não,não,sim
16858,68,780,16484,52.0,não,não,sim
19062,67,655,42138,54.0,não,não,sim
9433,26,804,12062,44.0,sim,sim,sim
4757,67,743,31439,6.0,não,não,sim
16652,49,324,10190,,sim,não,sim
4427,31,423,1302,45.0,sim,sim,sim
3706,70,642,17644,17.0,sim,sim,sim
13634,46,699,42041,18.0,não,sim,sim
1673,21,321,9118,14.0,sim,sim,não
16712,51,559,11709,59.0,sim,sim,sim
4491,40,699,8137,7.0,sim,sim,sim
14158,64,696,37556,59.0,sim,não,sim
13882,56,523,31570,49.0,não,sim,sim
6453,28,890,34832,26.0,sim,não,sim
6292,66,400,19405,57.0,não,sim,sim
2448,27,365,22757,18.0,não,sim,não
13026,19,525,40975,34.0,sim,não,não
4170,68,468,37036,52.0,não,não,sim
10247,33,386,2406,,não,sim,sim
15616,55,763,21224,16.0,sim,sim,sim
18422,30,435,13211,32.0,não,sim,sim
18876,20,399,32651,8.0,não,sim,não
17443,28,344,3255,7.0,sim,não,sim
15013,40,831,40319,31.0,sim,sim,sim
8438,20,531,43614,22.0,não,sim,não
12316,62,693,17393,24.0,sim,sim,sim
2225,27,569,43565,34.0,sim,não,não
17816,67,794,25928,51.0,sim,sim,sim
1130,34,887,33973,45.0,sim,não,sim
2361,70,597,5635,14.0,não,não,sim
3370,69,728,3089,45.0,não,não,sim
3619,55,812,40170,7.0,não,não,sim
15919,41,820,29353,33.0,sim,sim,sim
15321,26,765,13171,41.0,sim,sim,sim
16605,48,663,20894,12.0,não,sim,sim
16192,46,857,28695,13.0,não,não,sim
8501,36,345,4026,44.0,sim,não,sim
8661,48,345,40483,13.0,não,não,sim
8674,25,413,11634,58.0,não,não,sim
13158,43,561,39910,43.0,não,sim,sim
2287,66,392,1039,28.0,não,não,sim
17319,41,407,22096,,sim,não,sim
3621,21,696,993,26.0,não,sim,não
4404,29,670,5389,50.0,não,sim,sim
6699,68,565,30495,55.0,sim,não,sim
11090,53,427,38505,9.0,sim,sim,não
12502,46,556,11360,56.0,sim,sim,sim
7810,45,874,39795,,não,não,sim
8561,20,305,4123,58.0,não,sim,não
5967,38,435,37575,35.0,não,sim,sim
14132,55,844,18028,43.0,não,não,sim
15792,61,827,3694,39.0,não,não,sim
8046,43,743,19550,38.0,não,sim,sim
7712,62,680,8980,34.0,não,sim,sim
1749,66,359,48564,35.0,sim,não,não
7929,67,592,41714,46.0,sim,sim,sim
3239,21,569,35067,24.0,sim,sim,não
1825,31,528,11387,12.0,sim,não,não
6992,48,309,7167,7.0,sim,não,sim
7959,50,651,928,21.0,não,sim,sim
15347,22,301,39213,11.0,não,sim,não
1828,58,652,27179,,sim,sim,não
9862,66,416,14106,,não,sim,sim
6847,27,482,35070,,sim,sim,sim
19401,49,878,16402,27.0,não,sim,sim
7632,33,362,17779,40.0,não,sim,sim
8651,42,814,5293,54.0,sim,não,sim
9809,44,419,796,23.0,não,não,sim
8778,38,797,3935,10.0,sim,sim,sim
3523,31,668,7650,57.0,não,não,sim
14304,51,745,21166,15.0,não,sim,sim
19351,19,667,41085,60.0,sim,não,não
1212,50,588,27710,28.0,não,sim,não
17042,35,713,35624,44.0,sim,não,sim
9402,31,427,20011,,não,sim,sim
4300,53,700,32182,7.0,sim,não,sim
5150,66,499,11336,17.0,não,sim,sim
13744,22,817,23076,,não,não,sim
17091,39,561,31977,47.0,não,sim,sim
9858,44,426,35256,17.0,sim,não,sim
17322,64,517,29960,49.0,não,não,sim
8652,47,813,33927,56.0,não,sim,sim
13348,24,458,15914,50.0,sim,não,não
19046,42,618,8639,37.0,sim,sim,sim
10204,33,371,17844,50.0,não,não,sim
19807,36,760,1271,19.0,não,sim,sim
12285,27,508,34229,34.0,não,sim,sim
2917,23,487,8857,36.0,sim,sim,não
1758,66,849,34436,49.0,sim,não,sim
18270,36,389,27906,51.0,sim,não,sim
5808,47,402,18968,21.0,sim,sim,sim
1179,63,301,45842,41.0,não,não,não
15095,37,831,28191,31.0,sim,não,sim
9860,49,474,35152,32.0,sim,não,sim
12052,62,398,3081,30.0,sim,não,sim
11427,45,358,30988,25.0,sim,não,sim
3745,31,896,14410,20.0,sim,não,sim
12902,21,898,22466,13.0,sim,sim,não
3779,36,392,16372,36.0,sim,sim,sim
11622,50,731,41445,14.0,não,não,sim
11493,44,517,10168,43.0,não,não,sim
3204,25,549,28274,41.0,não,sim,não
10006,67,348,32498,59.0,não,sim,sim
14569,26,813,34648,,sim,não,sim
18276,32,652,8313,,sim,não,sim
12116,65,775,16921,,não,sim,sim
12428,24,300,49187,27.0,sim,sim,não
13945,28,854,32283,43.0,não,sim,sim
7561,59,543,30797,8.0,não,sim,não
2922,69,604,11688,42.0,sim,sim,sim
10437,60,823,30755,12.0,sim,não,sim
4085,57,611,36367,42.0,sim,sim,sim
14220,61,870,28724,45.0,não,sim,sim
10768,51,582,18949,47.0,não,não,sim
2354,50,768,26847,16.0,sim,não,sim
6102,43,852,30416,,não,sim,sim
14352,63,558,3403,8.0,não,não,sim
3781,52,692,11623,53.0,sim,sim,sim
8179,18,868,31298,,não,sim,não
5639,67,332,48263,56.0,sim,não,sim
3536,25,743,8097,43.0,não,não,sim
11153,67,637,10954,12.0,não,sim,sim
5010,36,735,532,53.0,não,não,sim
2823,19,501,37577,57.0,sim,sim,não
14744,63,815,13918,56.0,sim,não,sim
12568,56,777,39635,35.0,sim,não,sim
4881,53,819,23236,33.0,não,sim,sim
8049,30,378,17050,30.0,não,sim,sim
7827,70,665,5267,12.0,sim,sim,sim
17954,18,311,6647,,não,sim,não
12130,62,368,6782,6.0,sim,sim,sim
15849,55,525,2137,45.0,não,não,sim
11561,53,573,30527,56.0,sim,sim,sim
18854,66,801,10992,36.0,não,sim,sim
4655,65,327,35477,52.0,não,não,sim
4268,42,431,19278,34.0,sim,sim,sim
15467,68,300,21271,13.0,sim,não,sim
9461,64,797,2904,47.0,não,sim,sim
18733,65,697,32571,,sim,não,sim
5849,22,697,41909,11.0,não,sim,não
7351,23,456,11434,45.0,sim,sim,não
19830,30,698,21163,8.0,não,sim,sim
16689,46,708,19792,27.0,não,sim,sim
5872,36,553,27619,,sim,sim,sim
9607,68,313,20286,58.0,sim,não,sim
2093,40,342,8729,47.0,sim,sim,sim
3313,28,861,41881,57.0,sim,não,sim
7505,46,775,22669,32.0,sim,sim,sim
3667,34,719,24716,,sim,sim,sim
19799,34,844,49966,52.0,sim,não,sim
10127,19,343,43888,32.0,não,sim,não
8494,40,408,28506,26.0,sim,não,sim
19338,22,416,49534,39.0,não,sim,não
7241,24,536,21442,38.0,não,sim,não
1731,48,525,17288,48.0,sim,não,sim
19215,58,870,7422,28.0,sim,não,sim
9570,63,321,32601,37.0,sim,sim,sim
19686,45,865,24861,47.0,sim,não,sim
17542,70,630,26517,16.0,não,sim,sim
10646,68,393,27100,27.0,não,não,sim
5169,34,803,901,49.0,sim,sim,sim
3522,55,851,19200,53.0,sim,não,sim
15553,55,833,21989,53.0,sim,não,sim
12188,43,489,5460,47.0,não,não,sim
13688,53,361,38817,52.0,não,sim,sim
5269,58,492,15430,,não,não,sim
10495,68,704,3258,47.0,sim,sim,sim
6829,29,733,37468,53.0,não,não,sim
1233,25,894,37143,,sim,sim,não
16883,29,869,12752,13.0,não,sim,sim
15360,41,362,37633,23.0,sim,sim,sim
9064,18,614,40556,35.0,não,sim,não
19050,70,320,29606,26.0,sim,não,sim
18714,44,596,39503,48.0,sim,sim,sim
8245,54,899,40211,,sim,não,sim
15047,63,555,9482,55.0,não,não,sim
5627,59,634,48090,22.0,não,não,sim
17697,69,301,45862,46.0,não,sim,sim
13281,20,857,28877,45.0,sim,sim,não
7675,64,856,11685,18.0,sim,sim,sim
18784,54,399,37983,35.0,não,sim,sim
10845,34,441,5283,47.0,sim,sim,sim
6598,47,721,3228,39.0,não,não,sim
11132,33,314,46608,24.0,sim,sim,sim
11798,42,523,41820,13.0,não,não,sim
4847,25,401,45716,22.0,sim,não,não
8616,55,466,19227,42.0,não,sim,sim
7244,36,876,22576,,não,sim,sim
9431,39,893,4371,47.0,sim,não,sim
12453,50,866,48587,11.0,sim,não,sim
18794,66,563,20023,,sim,não,sim
9046,59,693,22009,59.0,não,sim,sim
7134,67,806,25808,32.0,não,sim,sim
10759,47,541,18416,53.0,não,sim,sim
6723,50,443,3461,,sim,não,sim
6389,24,612,44718,41.0,não,não,sim
10595,62,357,25246,34.0,sim,não,sim
7283,19,661,26418,,sim,não,não
19176,26,505,30013,55.0,não,não,sim
15256,35,686,5571,,não,sim,sim
14232,69,688,30391,59.0,não,sim,sim
4100,19,712,37058,10.0,não,não,sim
17633,70,778,30811,46.0,não,sim,sim
18664,53,459,25708,47.0,sim,não,sim
2531,52,312,43943,21.0,sim,sim,não
15639,31,382,44008,28.0,sim,não,sim
19576,61,435,22636,48.0,sim,não,sim
8979,69,382,1483,50.0,sim,sim,sim
3679,33,321,18916,16.0,sim,sim,sim
8676,60,608,36784,45.0,sim,sim,sim
7579,26,709,12574,16.0,não,não,sim
11752,68,646,43330,9.0,sim,não,sim
12914,52,427,11713,35.0,sim,não,sim
15584,24,872,16141,45.0,não,sim,não
11050,67,333,4075,,não,não,sim
14557,29,845,28337,15.0,não,não,sim
18613,28,529,39439,26.0,sim,sim,sim
15571,52,880,33734,,sim,não,sim
16436,47,496,23098,15.0,não,sim,sim
1247,35,718,31690,7.0,sim,não,sim
8644,69,570,24878,57.0,sim,não,sim
17773,26,437,31817,27.0,sim,sim,sim
9381,48,670,15457,,não,sim,sim
6818,34,631,22930,58.0,sim,sim,sim
4722,30,476,37503,50.0,não,sim,sim
8347,69,604,6915,8.0,sim,não,sim
2527,42,323,20650,51.0,não,sim,sim
14977,27,410,22811,37.0,não,não,sim
8332,40,347,48554,13.0,não,não,sim
16324,34,363,18428,20.0,sim,não,sim
6529,41,640,1143,59.0,não,não,sim
19609,24,835,37332,60.0,sim,não,não
18035,29,367,43625,17.0,não,não,sim
3495,22,497,7710,,não,não,sim
6084,63,586,43622,,não,não,sim
18086,59,333,23614,13.0,não,sim,sim
6432,56,586,48535,39.0,sim,não,sim
12967,37,891,575,55.0,não,sim,sim
15082,42,778,32557,13.0,não,não,sim
12648,68,666,34130,46.0,não,sim,sim
8544,48,540,29155,10.0,sim,sim,não
14714,37,743,13677,34.0,sim,sim,sim
12674,44,586,35188,48.0,sim,não,sim
4834,54,525,44771,52.0,sim,não,sim
13973,49,546,40429,43.0,sim,não,sim
1515,51,548,3074,31.0,não,sim,sim
9022,34,420,22470,44.0,sim,sim,sim
13911,49,571,36693,25.0,não,não,sim
9010,45,630,37738,52.0,não,não,sim
2155,30,848,2425,8.0,não,não,sim
7860,69,401,7079,31.0,não,sim,sim
17191,48,632,14241,21.0,não,sim,sim
6313,66,426,32024,15.0,sim,sim,não
18595,25,347,49342,,não,sim,não
16613,64,631,28910,45.0,não,sim,sim
3709,22,440,39157,34.0,não,não,sim
15692,52,396,677,49.0,não,sim,sim
10326,62,307,48874,,não,sim,sim
7760,49,551,14976,26.0,não,não,sim
3301,62,736,43528,32.0,sim,não,sim
6694,32,761,12150,,sim,não,sim
4079,61,303,19615,20.0,não,sim,sim
9925,45,798,5593,11.0,não,não,sim
14549,66,697,11673,60.0,sim,não,sim
1526,20,532,30105,57.0,sim,sim,não
6498,28,369,4087,13.0,não,sim,sim
9583,45,616,12087,28.0,sim,não,sim
18728,24,869,46895,32.0,sim,sim,não
17325,20,775,42493,17.0,não,não,sim
12246,30,809,49379,45.0,sim,não,sim
5245,26,419,26647,10.0,não,sim,não
2491,69,676,40894,25.0,não,não,sim
14037,42,377,33322,6.0,não,sim,sim
4491,36,733,29739,13.0,não,sim,não
18471,45,344,2653,18.0,sim,não,sim
5290,49,509,42422,49.0,não,sim,sim
18592,60,536,22579,53.0,não,sim,sim
11191,65,740,27615,40.0,sim,não,sim
9035,60,334,22115,40.0,não,não,sim
17572,59,611,13660,10.0,sim,sim,sim
19182,24,738,26126,49.0,não,sim,não
14085,34,856,31902,21.0,não,sim,sim
13577,54,380,22387,27.0,sim,não,sim
7257,56,592,43883,,sim,sim,não
1938,49,581,6322,49.0,não,sim,sim
2720,55,730,6991,34.0,não,não,sim
6813,67,540,33029,18.0,não,sim,sim
13364,59,350,29775,12.0,sim,não,sim
14309,55,387,29577,29.0,não,sim,sim
19745,30,542,21196,12.0,sim,sim,sim
14587,56,305,4300,42.0,não,não,sim
19911,23,741,35142,,não,sim,não
13801,65,666,13673,,não,sim,sim
11090,34,828,48569,35.0,não,sim,sim
11469,32,546,14695,,não,não,sim
7907,22,362,36580,9.0,não,não,não
4307,41,344,11905,33.0,sim,não,sim
8463,21,314,28770,26.0,sim,não,não
19381,61,457,26240,11.0,não,não,sim
13651,52,486,33835,21.0,sim,sim,sim
19879,50,724,17011,48.0,sim,sim,sim
2525,40,564,29007,32.0,não,não,sim
14706,39,442,38577,16.0,sim,sim,sim
15745,57,538,12292,7.0,não,não,sim
8314,52,585,46355,25.0,não,não,sim
18370,48,798,30778,10.0,sim,não,sim
10197,63,622,25442,41.0,não,sim,sim
5350,55,577,6181,34.0,não,não,sim
13648,41,526,41997,59.0,não,não,sim
8703,40,313,18543,,não,não,sim
5883,27,493,32549,23.0,sim,sim,sim
2608,70,526,15734,52.0,não,sim,sim
17382,22,542,42527,46.0,não,não,sim
3420,48,677,30119,30.0,não,sim,sim
10429,25,327,22947,37.0,não,não,sim
19076,29,614,42866,,sim,não,sim
8803,44,696,21322,25.0,não,não,sim
15526,35,683,9562,21.0,não,não,sim
3833,23,834,19092,60.0,não,sim,não
1771,68,684,46120,,não,não,sim
15372,58,621,13298,33.0,não,sim,sim
2334,52,833,15314,8.0,não,sim,não
2695,21,476,10169,41.0,sim,não,não
13132,37,546,32782,,sim,não,sim
3801,52,713,41663,33.0,sim,não,sim
8935,56,571,36624,39.0,não,sim,sim
9049,65,619,25444,23.0,sim,sim,sim
1752,50,415,20914,17.0,sim,não,não
1258,46,326,48803,9.0,sim,não,não
14503,48,378,5434,44.0,não,sim,sim
18798,69,774,37205,48.0,sim,sim,sim
8615,19,363,40165,26.0,não,sim,não
1316,24,325,42272,27.0,não,não,não
9943,24,703,20171,,sim,sim,não
3042,36,884,47088,36.0,sim,não,sim
2547,20,613,7219,30.0,não,não,sim
7970,60,680,47961,54.0,sim,sim,sim
11014,46,510,22204,,não,sim,sim
14449,46,762,38996,50.0,não,não,sim
11662,32,868,32203,29.0,sim,não,sim
4164,49,314,22116,11.0,sim,sim,não
9900,61,475,33864,30.0,sim,não,sim
19604,69,451,7734,,sim,sim,sim
5347,60,353,30339,9.0,sim,sim,não
16984,22,380,15015,48.0,não,sim,não
16814,45,762,21859,16.0,sim,não,sim
13127,21,859,10384,31.0,não,sim,não
12290,52,456,48458,33.0,sim,não,sim
17402,48,472,18518,48.0,sim,não,sim
1170,30,472,26818,35.0,não,sim,não
12530,29,785,14814,59.0,não,sim,sim
14182,57,786,47402,48.0,não,não,sim
3138,46,833,17225,50.0,sim,não,sim
11610,28,305,43021,39.0,sim,não,sim
2535,59,711,27190,50.0,não,não,sim
15452,67,633,9489,11.0,não,sim,sim
9698,49,542,7980,33.0,sim,sim,sim
12511,68,822,36238,20.0,não,sim,sim
3228,18,893,19129,52.0,sim,não,não
7355,45,648,49420,55.0,sim,não,sim
8871,25,714,26745,8.0,não,sim,não
6927,63,418,13134,36.0,sim,não,sim
14406,57,315,29407,,sim,sim,sim
16574,67,597,12792,11.0,sim,sim,sim
17743,65,679,43204,11.0,não,não,sim
14421,63,490,629,48.0,sim,sim,sim
18816,28,513,33584,30.0,não,sim,sim
19437,44,565,6586,60.0,sim,não,sim
17153,24,827,46248,49.0,sim,sim,não
14134,35,481,40811,,não,sim,sim
10547,27,452,12252,15.0,sim,não,sim
15214,39,588,49734,11.0,sim,sim,sim
9643,55,581,35333,,não,não,sim
19056,25,521,21938,48.0,não,sim,não
12959,48,655,21513,22.0,sim,não,sim
14004,54,899,15733,18.0,não,sim,sim
3596,25,671,17316,43.0,sim,sim,não
7468,38,640,13805,10.0,sim,sim,sim
7833,36,486,28344,23.0,não,não,sim
7423,47,798,49652,28.0,sim,não,sim
19536,55,665,41477,35.0,não,sim,sim
16427,47,339,17518,15.0,sim,sim,sim
12364,41,608,37346,22.0,sim,não,sim
6808,40,594,25365,51.0,sim,não,sim
2027,66,799,33890,,sim,sim,não
14730,60,850,15449,30.0,sim,sim,sim
15928,50,681,23375,24.0,sim,não,sim
14405,21,477,49828,,não,não,sim
1252,36,708,16158,8.0,sim,sim,não
13043,25,470,29781,10.0,não,sim,não
16217,57,507,28271,33.0,sim,não,sim
8186,33,423,16266,17.0,não,não,sim
15340,63,661,41893,19.0,sim,sim,sim
5331,36,471,16847,12.0,não,não,sim
7138,18,804,13470,,sim,sim,não
3188,27,422,33827,,não,não,não
8816,27,480,18432,7.0,sim,sim,sim
18542,42,696,16003,33.0,não,não,sim
2032,42,744,32730,,não,sim,não
8685,39,897,23492,,não,não,sim
19603,70,488,10217,51.0,não,não,sim
17115,57,330,39112,39.0,não,sim,sim
1665,53,510,20695,52.0,não,sim,sim
18910,70,500,19640,26.0,sim,não,sim
11651,44,445,39452,54.0,não,não,sim
12633,34,461,35224,12.0,sim,não,sim
9078,34,475,38847,44.0,não,sim,sim
19077,42,734,6333,29.0,não,sim,sim
12039,52,885,14799,37.0,sim,sim,sim
19927,40,485,39211,,sim,sim,sim
5017,58,860,42713,48.0,não,sim,sim
13573,58,506,16190,,sim,não,sim
5467,33,476,13566,21.0,não,sim,sim
19767,67,322,40918,,não,não,sim
19467,48,460,46786,8.0,não,não,sim
18525,32,765,16029,14.0,não,sim,sim
19617,53,707,30962,57.0,não,não,sim
10577,69,791,32450,53.0,não,sim,sim
2555,66,355,33920,21.0,não,sim,não
16186,33,513,47946,17.0,não,sim,sim
14125,30,582,8618,25.0,sim,não,sim
18028,67,799,6375,8.0,não,sim,sim
6266,44,668,45971,11.0,não,não,sim
11922,55,675,49413,11.0,sim,não,sim
5369,40,520,18116,48.0,sim,não,sim
18954,43,806,44126,54.0,sim,sim,sim
4687,34,764,42505,19.0,sim,sim,não
4055,37,468,25455,21.0,não,sim,sim
4077,31,698,30549,18.0,não,sim,sim
14660,27,664,29330,43.0,sim,sim,sim
17976,67,397,21669,,não,sim,sim
8518,43,318,16204,47.0,não,não,sim
7808,57,848,25328,40.0,sim,sim,sim
17189,67,697,8343,56.0,sim,não,sim
17838,35,598,42328,16.0,não,não,sim
14065,21,744,23197,60.0,não,sim,não
7768,33,505,25576,14.0,sim,não,sim
5968,20,858,38503,15.0,não,não,sim
14848,44,719,44684,19.0,sim,sim,sim
5643,19,619,30258,14.0,sim,sim,não
1429,49,638,21514,57.0,sim,sim,sim
17492,56,448,46755,,não,não,sim
19829,50,306,34120,11.0,não,sim,sim
5630,55,449,9600,22.0,não,sim,sim
13592,21,863,28822,18.0,sim,sim,não
12596,46,652,4808,47.0,sim,não,sim
2594,51,900,32205,58.0,sim,não,sim
19773,70,503,4947,59.0,sim,não,sim
8161,67,684,6470,43.0,sim,sim,sim
1539,62,624,8509,46.0,não,sim,sim
12598,62,388,17879,16.0,sim,sim,sim
6221,66,491,38182,58.0,sim,não,sim
19575,61,716,9558,40.0,não,sim,sim
13809,46,755,32559,55.0,não,sim,sim
11951,41,415,28487,56.0,sim,não,sim
2459,49,750,37701,46.0,não,sim,sim
7665,24,815,18955,58.0,sim,não,não
2348,30,653,30174,59.0,não,não,sim
17418,58,429,13211,18.0,não,sim,sim
16556,23,456,19472,8.0,não,não,sim
5336,45,780,29441,,não,sim,sim
17656,28,337,3221,,não,não,sim
6562,59,785,27120,50.0,não,sim,sim
4766,48,655,2171,17.0,sim,não,sim
13006,20,853,8380,33.0,sim,não,não
11698,32,730,8373,39.0,não,sim,sim
15594,38,756,23514,49.0,não,não,sim
14212,30,567,8548,35.0,não,não,sim
14807,52,419,49570,17.0,não,não,sim
9253,64,360,18292,48.0,não,não,sim
4104,29,430,32230,50.0,não,sim,sim
4944,45,704,20206,39.0,não,não,sim
4470,58,794,29938,33.0,sim,não,sim
19406,29,865,45332,,não,não,sim
8645,58,819,22808,52.0,não,não,sim
14041,55,540,3485,52.0,não,sim,sim
6271,40,551,47199,25.0,não,sim,sim
20000,42,442,42364,31.0,não,não,sim
8836,27,679,1408,9.0,não,sim,sim
12601,25,765,20531,50.0,não,sim,não
3090,34,467,1343,58.0,sim,sim,sim
11583,31,464,41477,44.0,sim,sim,sim
19343,51,699,38771,33.0,sim,sim,sim
19794,57,682,43524,8.0,sim,não,sim
12084,62,570,21206,58.0,sim,sim,sim
1626,59,630,28302,17.0,sim,sim,não
14161,70,763,31361,,não,não,sim
6264,26,862,14895,33.0,sim,não,sim
17886,70,645,30368,18.0,não,não,sim
12491,44,462,31933,51.0,não,não,sim
3831,33,874,45146,19.0,sim,não,sim
