marca,ano,quilometragem,combustivel,transmissao,tipo_carro,cor,valor
Audi,2020,52971,diesel,manual,hatchback,,186920
Ford,2008,115762,elétrico,automático,conversível,,30967
Hyundai,2015,154669,gasolina,automático,SUV,,45732
Volkswagen,2009,53045,elétrico,automático,SUV,branco,116868
BMW,2011,195728,gasolina,automático,SUV,cinza,93990
BMW,2005,176851,híbrido,automático,sedan,azul,72204
Audi,2014,116450,gasolina,automático,sedan,,107485
Ford,2004,44208,híbrido,automático,pickup,verde,39054
Honda,2018,202346,híbrido,automático,conversível,,40358
Nissan,2014,90028,diesel,automático,hatchback,,55980
Honda,2019,59309,gasolina,manual,pickup,cinza,105484
Hyundai,2011,69761,elétrico,automático,conversível,,119167
Honda,2018,163290,híbrido,automático,pickup,preto,74697
Mercedes,2015,64011,híbrido,automático,conversível,branco,235192
Toyota,2012,172192,elétrico,manual,SUV,,33466
Audi,2004,91808,híbrido,manual,pickup,verde,96734
Audi,2021,142024,híbrido,automático,SUV,,201583
Hyundai,2004,113409,híbrido,automático,pickup,,25614
Hyundai,2012,99618,elétrico,automático,conversível,branco,105267
Chevrolet,2010,76875,diesel,manual,sedan,prata,9188
Chevrolet,2022,139445,gasolina,automático,conversível,azul,63388
Audi,2021,150107,gasolina,manual,hatchback,cinza,111925
Toyota,2005,60359,diesel,manual,pickup,,13749
BMW,2005,101509,híbrido,automático,pickup,vermelho,145944
BMW,2015,133039,diesel,manual,conversível,,151873
Audi,2020,128304,elétrico,manual,SUV,,211187
Toyota,2014,139278,diesel,automático,hatchback,,7505
Volkswagen,2023,142051,gasolina,automático,sedan,cinza,68564
Audi,2023,247001,híbrido,automático,conversível,vermelho,128099
Toyota,2009,91771,híbrido,manual,conversível,,33760
Hyundai,2023,4587,diesel,automático,sedan,prata,192789
Mercedes,2010,69033,gasolina,manual,sedan,,133677
Chevrolet,2014,17611,gasolina,manual,pickup,,85672
Volkswagen,2022,176059,diesel,manual,sedan,branco,37759
Toyota,2007,14035,diesel,manual,SUV,branco,67176
Mercedes,2013,3987,híbrido,manual,pickup,,256209
Hyundai,2005,90747,híbrido,automático,hatchback,vermelho,20477
Volkswagen,2021,152166,elétrico,manual,pickup,preto,110484
Chevrolet,2015,75630,diesel,automático,hatchback,verde,52059
Ford,2007,38559,diesel,automático,conversível,vermelho,36009
Audi,2020,109025,gasolina,manual,sedan,,140682
Chevrolet,2009,6732,híbrido,automático,pickup,cinza,107288
Toyota,2023,150546,diesel,automático,sedan,,69618
Audi,2016,101228,híbrido,manual,SUV,azul,181140
Audi,2020,19340,híbrido,manual,sedan,,238462
BMW,2010,14946,híbrido,manual,sedan,branco,206538
Hyundai,2013,26034,elétrico,manual,hatchback,azul,128776
Honda,2015,22135,gasolina,automático,sedan,,96506
Audi,2020,10252,gasolina,automático,pickup,,244824
Mercedes,2014,224771,diesel,automático,SUV,azul,108660
Nissan,2013,136865,híbrido,manual,SUV,branco,58194
Volkswagen,2003,33185,elétrico,manual,sedan,,46770
Audi,2004,146724,diesel,automático,SUV,,58293
BMW,2023,51433,gasolina,automático,sedan,prata,250997
Ford,2018,156723,elétrico,manual,sedan,verde,44294
Mercedes,2021,236979,elétrico,manual,conversível,,163115
Ford,2014,67606,híbrido,manual,sedan,cinza,57676
Ford,2010,65810,diesel,automático,conversível,cinza,37933
Chevrolet,2022,134648,diesel,automático,SUV,,94746
Hyundai,2018,204949,diesel,automático,SUV,,45536
Toyota,2009,29757,híbrido,automático,sedan,,77170
Ford,2003,55829,elétrico,automático,SUV,cinza,51920
Hyundai,2002,17618,híbrido,automático,hatchback,,50667
Honda,2020,20757,elétrico,automático,conversível,prata,202470
Ford,2003,113575,elétrico,automático,SUV,,11498
Ford,2014,42373,diesel,automático,SUV,,96339
Chevrolet,2019,156395,híbrido,automático,pickup,prata,72524
BMW,2007,145831,híbrido,manual,hatchback,,86918
Volkswagen,2014,123302,gasolina,manual,conversível,,18689
BMW,2007,249315,híbrido,automático,SUV,preto,63479
Audi,2004,16667,elétrico,automático,conversível,cinza,177333
Honda,2010,22419,diesel,automático,hatchback,,68307
Chevrolet,2023,35257,gasolina,manual,sedan,prata,115320
Nissan,2005,168435,elétrico,automático,pickup,,8095
Honda,2009,72616,diesel,automático,hatchback,cinza,26169
Audi,2001,66478,híbrido,automático,conversível,,100465
Honda,2008,11899,híbrido,automático,conversível,,103671
Mercedes,2004,169317,gasolina,automático,SUV,preto,63478
Audi,2017,97682,gasolina,manual,conversível,vermelho,141623
BMW,2001,79733,híbrido,manual,conversível,,112187
BMW,2018,126468,híbrido,manual,conversível,preto,198472
Audi,2022,34370,elétrico,manual,pickup,,283941
Audi,2008,12953,híbrido,automático,pickup,,193933
Honda,2013,69538,gasolina,automático,hatchback,cinza,42323
Hyundai,2009,98933,elétrico,automático,pickup,,91747
Chevrolet,2019,102152,híbrido,manual,conversível,branco,89494
Audi,2004,90886,gasolina,automático,SUV,branco,83380
Volkswagen,2011,74511,diesel,manual,sedan,azul,31842
Audi,2005,71996,diesel,automático,sedan,vermelho,89603
Chevrolet,2011,128746,híbrido,automático,hatchback,azul,7878
Mercedes,2007,95339,híbrido,manual,SUV,,157263
Chevrolet,2009,2483,elétrico,automático,sedan,,110262
Hyundai,2005,129753,híbrido,manual,SUV,prata,14173
Volkswagen,2005,89974,elétrico,automático,SUV,verde,63018
Mercedes,2019,158901,gasolina,automático,hatchback,,140769
Audi,2017,118473,diesel,manual,SUV,verde,155069
Toyota,2023,113093,diesel,automático,conversível,,109835
Honda,2023,116887,diesel,manual,sedan,,86179
Mercedes,2005,166596,diesel,manual,pickup,,65383
Nissan,2014,8678,gasolina,automático,pickup,,126925
Nissan,2016,118842,gasolina,automático,sedan,branco,42811
Audi,2013,83567,diesel,automático,conversível,,151503
BMW,2017,149080,híbrido,automático,SUV,,203644
Mercedes,2017,100861,elétrico,automático,hatchback,,223397
BMW,2020,188044,gasolina,automático,sedan,preto,134369
Ford,2023,95297,gasolina,automático,SUV,verde,108292
Hyundai,2016,74611,elétrico,manual,hatchback,,115772
Nissan,2013,83574,gasolina,manual,sedan,branco,32498
Audi,2023,97214,gasolina,manual,SUV,,197950
Audi,2021,142602,diesel,automático,sedan,prata,152179
Audi,2010,167863,gasolina,manual,pickup,,50496
BMW,2011,96311,diesel,manual,pickup,,156582
Nissan,2022,219199,elétrico,manual,conversível,,70561
Honda,2008,62775,elétrico,manual,SUV,,89058
BMW,2018,25358,elétrico,manual,sedan,,276249
Toyota,2020,128047,diesel,manual,hatchback,,43367
Hyundai,2014,120661,híbrido,automático,pickup,prata,90537
Mercedes,2001,135685,gasolina,manual,hatchback,,17020
Ford,2012,150260,híbrido,automático,conversível,vermelho,13818
Hyundai,2016,72209,diesel,manual,sedan,,82454
Volkswagen,2002,90628,elétrico,automático,sedan,,13560
Ford,2023,181691,diesel,manual,sedan,,19816
Mercedes,2005,240353,diesel,automático,SUV,vermelho,34753
BMW,2023,8379,gasolina,automático,hatchback,,274135
Honda,2021,114628,gasolina,manual,SUV,,87760
Hyundai,2005,66055,gasolina,automático,conversível,,23762
Mercedes,2010,181301,elétrico,manual,conversível,prata,125089
Hyundai,2020,204171,gasolina,manual,SUV,,32080
Audi,2018,28610,gasolina,automático,SUV,branco,224973
Honda,2014,163337,elétrico,automático,pickup,,67664
Toyota,2019,110285,gasolina,manual,SUV,prata,69800
BMW,2001,13384,elétrico,manual,pickup,branco,186631
Chevrolet,2014,96823,diesel,manual,hatchback,preto,16224
Audi,2001,111246,gasolina,automático,hatchback,vermelho,13128
Chevrolet,2023,42922,diesel,manual,conversível,,137955
Toyota,2014,6152,diesel,manual,conversível,cinza,107694
Mercedes,2022,73124,gasolina,automático,SUV,branco,256813
Chevrolet,2010,108606,elétrico,automático,conversível,,56976
Volkswagen,2018,151969,elétrico,manual,hatchback,,61622
Volkswagen,2023,170306,gasolina,automático,sedan,,48786
Toyota,2011,6904,híbrido,manual,hatchback,,86167
Mercedes,2022,97139,elétrico,manual,conversível,verde,268003
Volkswagen,2020,244279,elétrico,manual,pickup,azul,39005
Toyota,2020,21578,diesel,automático,SUV,cinza,166895
Mercedes,2015,194812,elétrico,automático,hatchback,,143632
Ford,2020,236841,elétrico,automático,hatchback,cinza,9211
Honda,2002,22341,elétrico,automático,sedan,azul,61361
BMW,2015,222403,elétrico,automático,conversível,cinza,145318
Volkswagen,2011,12543,híbrido,automático,sedan,,110220
Toyota,2012,125747,elétrico,manual,SUV,vermelho,65977
Ford,2021,180532,híbrido,automático,sedan,vermelho,41628
Honda,2015,143224,diesel,automático,sedan,,25743
Nissan,2000,47042,elétrico,manual,pickup,verde,44071
Volkswagen,2020,222625,híbrido,automático,SUV,,54162
Mercedes,2023,88041,elétrico,manual,hatchback,branco,260371
Honda,2019,78595,gasolina,manual,conversível,,84984
Hyundai,2021,173747,gasolina,manual,hatchback,,25377
Honda,2008,69625,híbrido,manual,pickup,verde,56262
Volkswagen,2022,190124,diesel,automático,SUV,preto,69913
Volkswagen,2015,98475,híbrido,automático,conversível,cinza,92068
Hyundai,2020,140548,elétrico,manual,conversível,,118616
Hyundai,2018,38715,diesel,manual,hatchback,,112900
Toyota,2006,73596,diesel,automático,pickup,,25483
Chevrolet,2022,114833,diesel,automático,sedan,branco,80617
Ford,2019,75816,híbrido,manual,pickup,preto,107929
Audi,2000,83507,híbrido,manual,sedan,,53545
Toyota,2016,16108,diesel,manual,conversível,vermelho,114724
Nissan,2022,193248,gasolina,automático,conversível,,46726
BMW,2010,102934,gasolina,manual,sedan,,109946
Hyundai,2020,9759,elétrico,manual,sedan,,196169
Toyota,2010,87088,diesel,manual,pickup,prata,30038
Honda,2019,222344,híbrido,automático,hatchback,azul,12359
Nissan,2017,66785,diesel,manual,conversível,azul,100250
Mercedes,2015,246744,gasolina,manual,pickup,,65279
Audi,2011,82660,gasolina,manual,sedan,prata,96138
Chevrolet,2023,119178,diesel,automático,SUV,,112575
BMW,2017,176035,híbrido,manual,conversível,,156776
Ford,2012,143301,elétrico,automático,SUV,prata,53689
Honda,2005,128120,híbrido,automático,SUV,,15316
Audi,2009,232140,diesel,automático,conversível,,19502
Chevrolet,2023,181808,diesel,manual,pickup,branco,47734
Chevrolet,2023,128934,gasolina,automático,hatchback,preto,56746
Audi,2003,192903,híbrido,manual,SUV,,25968
Nissan,2021,178088,híbrido,automático,SUV,,99338
Mercedes,2003,161257,diesel,manual,conversível,prata,48120
BMW,2001,113064,híbrido,automático,conversível,verde,102855
Hyundai,2008,67502,gasolina,manual,pickup,,36749
BMW,2019,14230,elétrico,manual,pickup,,312039
Mercedes,2013,95346,diesel,manual,pickup,vermelho,171258
BMW,2010,70122,diesel,automático,conversível,azul,174915
Mercedes,2018,210926,gasolina,automático,SUV,,132352
Hyundai,2015,21491,gasolina,automático,pickup,azul,131956
Mercedes,2007,119700,elétrico,automático,sedan,,147210
BMW,2020,107815,gasolina,automático,SUV,azul,218530
Ford,2018,84125,gasolina,automático,SUV,,81112
Mercedes,2022,182252,elétrico,automático,hatchback,,201424
Ford,2013,52300,elétrico,manual,pickup,azul,103390
BMW,2010,130868,gasolina,manual,pickup,azul,111392
Mercedes,2004,85607,elétrico,automático,sedan,branco,150075
Chevrolet,2005,66946,elétrico,automático,conversível,,51138
Audi,2008,53332,híbrido,automático,sedan,,144668
Toyota,2006,17381,gasolina,manual,sedan,vermelho,15833
Chevrolet,2021,151785,diesel,automático,pickup,branco,68750
Mercedes,2002,78035,elétrico,automático,pickup,vermelho,162376
Nissan,2020,132496,gasolina,manual,pickup,branco,68253
Toyota,2017,12609,elétrico,manual,sedan,vermelho,152174
Honda,2020,104258,elétrico,automático,hatchback,,123019
Nissan,2003,41325,elétrico,manual,hatchback,preto,41072
Toyota,2022,102211,gasolina,manual,pickup,,89452
Audi,2012,42713,gasolina,automático,hatchback,,138101
Chevrolet,2005,70884,elétrico,automático,SUV,,62381
Mercedes,2002,104861,elétrico,automático,conversível,cinza,136597
Nissan,2018,37664,diesel,automático,sedan,verde,127635
Nissan,2003,122332,elétrico,automático,SUV,,33368
Mercedes,2015,85595,elétrico,manual,SUV,,241083
Chevrolet,2015,24798,elétrico,automático,sedan,prata,136641
BMW,2022,121544,elétrico,automático,pickup,,271919
Honda,2011,109761,elétrico,automático,conversível,,77167
Ford,2022,231229,híbrido,automático,sedan,,13140
Hyundai,2010,170467,elétrico,automático,conversível,,41673
Hyundai,2018,57090,diesel,automático,sedan,,121037
Audi,2016,78015,híbrido,automático,conversível,,197390
Ford,2014,14168,diesel,manual,sedan,,74082
BMW,2002,79439,híbrido,manual,conversível,verde,119393
Nissan,2002,124886,elétrico,automático,SUV,branco,24580
Ford,2010,79635,diesel,automático,hatchback,prata,7255
Hyundai,2003,77810,diesel,automático,conversível,prata,15533
Hyundai,2020,129956,elétrico,manual,SUV,,140031
Hyundai,2010,122068,gasolina,manual,SUV,,19552
BMW,2000,152829,híbrido,manual,sedan,prata,40020
Mercedes,2014,80011,gasolina,manual,hatchback,preto,146992
Ford,2013,197574,elétrico,automático,SUV,branco,22698
Volkswagen,2017,89610,gasolina,automático,hatchback,,56273
Ford,2013,52686,diesel,automático,sedan,,54120
Audi,2000,856,híbrido,manual,pickup,,132401
Mercedes,2001,54024,gasolina,automático,conversível,,109183
Audi,2003,137042,diesel,manual,pickup,,37071
Honda,2002,106288,elétrico,manual,SUV,,16598
Honda,2010,86466,gasolina,manual,pickup,,23474
Ford,2018,228564,elétrico,manual,pickup,cinza,15005
BMW,2021,84548,diesel,automático,pickup,verde,248816
Volkswagen,2012,8958,gasolina,manual,conversível,,84729
Mercedes,2010,56584,diesel,automático,pickup,,191391
Audi,2021,228223,gasolina,automático,SUV,branco,106244
Mercedes,2016,191066,gasolina,automático,conversível,vermelho,118254
Toyota,2021,75227,híbrido,automático,sedan,,129341
Toyota,2013,126728,diesel,automático,sedan,,16290
Volkswagen,2023,179267,diesel,manual,pickup,prata,63513
Chevrolet,2019,153363,diesel,automático,sedan,branco,32646
Toyota,2015,174884,híbrido,automático,SUV,,45581
Mercedes,2021,136417,diesel,manual,SUV,cinza,205508
Nissan,2007,83051,gasolina,manual,pickup,,11864
Volkswagen,2005,98942,híbrido,automático,sedan,,7741
Mercedes,2011,141799,híbrido,automático,SUV,azul,166741
Hyundai,2016,80933,elétrico,manual,sedan,cinza,118347
Honda,2021,17536,elétrico,automático,SUV,,225725
Chevrolet,2017,56552,híbrido,automático,pickup,,128414
Volkswagen,2010,64278,elétrico,manual,hatchback,,67005
BMW,2006,180369,diesel,automático,pickup,preto,76742
Ford,2021,17312,gasolina,automático,conversível,,134882
Mercedes,2016,69735,gasolina,automático,pickup,verde,210186
Honda,2014,9094,elétrico,automático,pickup,,175634
Mercedes,2006,35577,gasolina,manual,pickup,azul,150096
Mercedes,2010,172873,elétrico,manual,SUV,,144989
BMW,2020,114976,gasolina,automático,hatchback,,178517
Hyundai,2004,19150,elétrico,automático,sedan,,91595
Mercedes,2016,168188,gasolina,automático,conversível,,134268
Volkswagen,2021,195817,gasolina,manual,SUV,cinza,30928
Audi,2004,187679,elétrico,automático,pickup,preto,64625
Mercedes,2008,245486,diesel,manual,conversível,preto,24160
Audi,2013,2866,gasolina,manual,conversível,,179994
BMW,2018,90160,diesel,automático,hatchback,,195888
Audi,2022,32928,elétrico,automático,hatchback,,270950
Nissan,2004,86884,híbrido,manual,conversível,azul,16181
Nissan,2006,103813,diesel,automático,pickup,preto,18331
Mercedes,2007,81251,diesel,manual,conversível,,132124
BMW,2017,27162,diesel,automático,pickup,prata,260987
Audi,2014,17727,elétrico,automático,SUV,,260591
Mercedes,2006,166428,gasolina,manual,pickup,,58500
Honda,2000,12602,elétrico,manual,pickup,cinza,61179
Honda,2009,111295,elétrico,manual,sedan,branco,34094
Mercedes,2006,32651,gasolina,manual,pickup,,152144
Honda,2020,31984,gasolina,automático,sedan,prata,124611
Audi,2013,161735,gasolina,manual,SUV,,82786
Hyundai,2021,194806,híbrido,manual,pickup,verde,73636
Nissan,2011,42470,híbrido,manual,SUV,prata,110271
Toyota,2019,69190,híbrido,automático,SUV,prata,147567
Chevrolet,2021,6707,híbrido,automático,pickup,azul,191305
Ford,2008,72667,gasolina,automático,SUV,preto,19133
Mercedes,2007,118582,diesel,automático,sedan,,105993
Chevrolet,2014,66734,diesel,manual,sedan,,44286
Audi,2007,213438,elétrico,manual,SUV,verde,60593
BMW,2016,241188,elétrico,manual,pickup,vermelho,132168
Mercedes,2003,15082,híbrido,manual,hatchback,,150443
Toyota,2021,245366,elétrico,automático,SUV,,59244
Audi,2004,168949,elétrico,manual,hatchback,verde,35736
Ford,2010,25126,híbrido,manual,pickup,preto,80412
Toyota,2017,70479,elétrico,automático,sedan,,125665
BMW,2004,227113,gasolina,automático,conversível,prata,9021
Mercedes,2020,35867,gasolina,manual,SUV,,254893
Mercedes,2020,19344,híbrido,automático,hatchback,verde,280459
Hyundai,2020,102401,diesel,manual,sedan,azul,89319
Chevrolet,2018,23894,gasolina,manual,pickup,,109274
Volkswagen,2019,49627,gasolina,automático,SUV,verde,133261
Honda,2005,160790,elétrico,automático,SUV,,13447
Nissan,2017,57321,diesel,manual,pickup,,113875
Volkswagen,2020,81544,híbrido,automático,sedan,,124919
Mercedes,2017,249454,gasolina,manual,SUV,preto,84382
Ford,2009,117331,híbrido,manual,pickup,verde,8868
Honda,2013,121911,gasolina,manual,conversível,azul,12662
Audi,2005,200320,híbrido,automático,pickup,,41776
Ford,2008,45140,híbrido,automático,conversível,vermelho,59402
Nissan,2017,166616,híbrido,manual,pickup,,58369
Audi,2005,165250,híbrido,manual,sedan,,31325
Audi,2002,185512,elétrico,automático,pickup,,52142
Nissan,2014,31601,híbrido,automático,hatchback,azul,117879
Hyundai,2011,15957,gasolina,manual,conversível,,86830
Ford,2021,52120,diesel,automático,conversível,azul,124516
Honda,2018,48401,híbrido,automático,pickup,,155119
Nissan,2013,7905,elétrico,manual,SUV,azul,169466
Audi,2011,2890,elétrico,automático,pickup,azul,242977
Nissan,2016,88596,híbrido,automático,pickup,vermelho,119983
Volkswagen,2015,62556,gasolina,manual,pickup,prata,75211
Audi,2010,193362,híbrido,automático,conversível,,74647
Nissan,2015,177703,híbrido,automático,hatchback,,22608
Hyundai,2003,81126,elétrico,automático,conversível,,55212
BMW,2018,192582,diesel,manual,conversível,,131193
BMW,2023,165518,elétrico,manual,pickup,,234137
Hyundai,2013,39330,gasolina,manual,pickup,vermelho,91469
Ford,2023,160525,diesel,manual,sedan,,34632
Mercedes,2012,9535,gasolina,automático,hatchback,,196326
Chevrolet,2018,95803,híbrido,automático,hatchback,,79938
Audi,2006,177404,diesel,manual,SUV,,36817
Toyota,2013,157820,elétrico,manual,pickup,,43526
BMW,2006,244344,elétrico,manual,pickup,preto,59959
BMW,2022,220856,híbrido,manual,conversível,cinza,160401
Mercedes,2008,174033,diesel,automático,sedan,,74177
Mercedes,2008,71120,gasolina,automático,conversível,preto,146216
Toyota,2016,175979,diesel,automático,pickup,prata,23815
Audi,2013,237425,gasolina,automático,hatchback,,8802
Nissan,2007,11076,gasolina,manual,conversível,,55247
Toyota,2011,81758,elétrico,manual,pickup,,82769
Volkswagen,2022,61916,gasolina,manual,conversível,prata,117659
Mercedes,2020,19102,híbrido,manual,pickup,,294629
BMW,2003,161297,gasolina,automático,sedan,,34092
Honda,2015,112204,híbrido,manual,hatchback,,47457
Chevrolet,2014,18878,elétrico,manual,pickup,prata,140785
BMW,2016,162365,híbrido,automático,pickup,verde,180344
Nissan,2013,8332,híbrido,automático,sedan,,134168
BMW,2005,10553,híbrido,automático,SUV,,216613
Volkswagen,2021,30392,elétrico,manual,SUV,,202726
BMW,2021,46473,híbrido,manual,hatchback,,254469
Audi,2009,102246,elétrico,automático,sedan,,138428
Audi,2022,181239,elétrico,automático,hatchback,,167133
Hyundai,2022,88046,gasolina,manual,sedan,,99368
Audi,2010,211144,híbrido,automático,pickup,cinza,69199
BMW,2004,111901,gasolina,manual,sedan,prata,61669
Toyota,2016,137474,diesel,manual,hatchback,,8768
BMW,2016,77108,gasolina,manual,sedan,preto,170024
Toyota,2015,69979,gasolina,automático,hatchback,,49015
Mercedes,2010,31825,elétrico,automático,hatchback,,222722
Mercedes,2000,17371,híbrido,manual,hatchback,,127840
BMW,2022,24385,elétrico,manual,pickup,vermelho,325930
Ford,2012,46089,gasolina,manual,pickup,,44738
Audi,2012,98018,híbrido,automático,pickup,azul,162387
Mercedes,2004,194097,diesel,automático,hatchback,,25132
Hyundai,2022,122479,diesel,automático,conversível,,117265
Toyota,2020,120810,híbrido,automático,sedan,,90433
BMW,2003,57246,elétrico,automático,SUV,verde,190928
Audi,2015,230064,gasolina,manual,sedan,vermelho,20955
Mercedes,2007,141872,elétrico,manual,SUV,,145690
Mercedes,2016,31042,diesel,automático,SUV,,258271
Hyundai,2020,223206,elétrico,automático,sedan,,60756
Ford,2019,71466,elétrico,automático,conversível,,138974
Volkswagen,2023,142726,diesel,manual,pickup,,89092
Honda,2016,135980,híbrido,automático,pickup,vermelho,79814
Nissan,2017,66688,diesel,automático,pickup,,121318
Audi,2020,116832,elétrico,manual,hatchback,,184218
Hyundai,2017,211454,diesel,manual,pickup,preto,12982
Ford,2022,34381,gasolina,automático,pickup,,136933
Volkswagen,2021,99824,híbrido,automático,SUV,prata,147123
Honda,2009,147708,híbrido,automático,conversível,,15604
Nissan,2012,30935,híbrido,manual,sedan,,97346
BMW,2017,125030,gasolina,automático,SUV,azul,185479
Hyundai,2007,81157,elétrico,manual,sedan,prata,55190
BMW,2015,83517,elétrico,automático,pickup,branco,249538
Mercedes,2005,104668,diesel,manual,SUV,,115732
Audi,2006,200539,elétrico,manual,SUV,,62623
Chevrolet,2021,61147,diesel,manual,conversível,branco,111197
BMW,2019,238425,diesel,automático,pickup,azul,127102
Chevrolet,2020,50315,diesel,automático,pickup,,132780
Mercedes,2021,153170,híbrido,automático,SUV,,228781
Hyundai,2010,50250,elétrico,automático,hatchback,vermelho,104825
Nissan,2008,52385,híbrido,manual,sedan,,54330
Mercedes,2005,38009,híbrido,manual,conversível,,169394
Honda,2015,90621,gasolina,automático,conversível,,62565
Toyota,2018,152456,elétrico,automático,sedan,,75281
Mercedes,2017,137572,elétrico,automático,conversível,verde,218700
Hyundai,2020,170778,elétrico,manual,conversível,,97455
BMW,2019,75304,elétrico,manual,sedan,,248287
Ford,2006,15304,diesel,manual,conversível,azul,31287
BMW,2020,188971,gasolina,manual,hatchback,,112720
Audi,2000,4941,híbrido,manual,pickup,,129541
Mercedes,2013,42720,híbrido,manual,hatchback,cinza,201096
Nissan,2003,47552,diesel,manual,pickup,preto,22714
Volkswagen,2010,56190,gasolina,automático,hatchback,cinza,30667
Honda,2021,101658,híbrido,manual,sedan,preto,103839
Volkswagen,2005,73521,elétrico,manual,pickup,verde,53535
Honda,2009,36163,elétrico,manual,conversível,,100686
Nissan,2019,134647,elétrico,automático,SUV,,136747
Hyundai,2018,135754,diesel,automático,pickup,cinza,86972
Toyota,2012,123891,híbrido,automático,hatchback,,25276
Nissan,2019,170630,híbrido,manual,hatchback,,41559
Toyota,2012,36019,elétrico,automático,conversível,,128787
Mercedes,2011,77502,diesel,automático,hatchback,,155749
Chevrolet,2023,100216,gasolina,automático,hatchback,branco,76849
Toyota,2001,35226,diesel,automático,conversível,verde,10342
Ford,2023,103378,elétrico,manual,hatchback,preto,109635
Nissan,2008,14676,elétrico,manual,hatchback,vermelho,94727
Ford,2023,31096,gasolina,automático,conversível,branco,139233
Nissan,2014,74817,diesel,manual,conversível,vermelho,73628
BMW,2004,167712,gasolina,automático,conversível,,50602
BMW,2020,244730,gasolina,automático,conversível,,108689
BMW,2023,40281,elétrico,automático,conversível,preto,328803
Ford,2017,243266,elétrico,automático,pickup,,11714
Volkswagen,2020,86274,elétrico,manual,hatchback,preto,121608
Audi,2018,44368,elétrico,automático,sedan,,241942
Toyota,2010,8726,gasolina,manual,sedan,branco,49892
Volkswagen,2018,158202,híbrido,automático,pickup,prata,78259
Nissan,2008,50424,elétrico,automático,SUV,,118703
Volkswagen,2003,95908,elétrico,manual,conversível,,16864
BMW,2019,60773,diesel,automático,hatchback,,223459
Hyundai,2007,86194,diesel,manual,SUV,,37664
Hyundai,2018,103213,diesel,automático,hatchback,azul,81751
Hyundai,2010,169936,híbrido,manual,pickup,,14045
Ford,2022,162809,gasolina,manual,sedan,,12034
Volkswagen,2003,30801,gasolina,automático,pickup,prata,27439
Audi,2020,22561,diesel,manual,conversível,,229207
Honda,2018,33543,híbrido,automático,pickup,prata,165520
Ford,2022,73673,gasolina,manual,SUV,prata,102429
Toyota,2016,24239,diesel,automático,sedan,verde,109033
Honda,2008,110045,elétrico,automático,conversível,azul,55968
BMW,2001,69517,gasolina,automático,SUV,branco,112338
Chevrolet,2015,42543,diesel,automático,hatchback,vermelho,75220
Nissan,2019,247819,elétrico,manual,pickup,verde,36527
Hyundai,2005,28543,diesel,manual,sedan,,36020
BMW,2023,91671,diesel,automático,hatchback,,229830
Toyota,2020,142966,diesel,automático,hatchback,prata,46924
Audi,2020,191921,gasolina,manual,pickup,,103655
Ford,2021,131382,gasolina,manual,conversível,,41033
Mercedes,2023,188037,elétrico,automático,pickup,,232374
Mercedes,2022,170332,diesel,automático,SUV,,202768
Volkswagen,2013,73072,elétrico,automático,SUV,cinza,130850
BMW,2018,202065,gasolina,automático,conversível,prata,124554
BMW,2017,105453,gasolina,manual,SUV,,185183
Nissan,2018,241955,elétrico,automático,hatchback,prata,19632
Nissan,2013,33394,diesel,manual,conversível,,95624
Chevrolet,2015,124163,diesel,manual,conversível,,25086
BMW,2014,8530,híbrido,manual,sedan,,239029
Toyota,2023,71078,diesel,manual,SUV,,139245
BMW,2012,1332,gasolina,manual,sedan,,195068
Hyundai,2021,169792,híbrido,manual,pickup,,91146
Hyundai,2009,116921,híbrido,manual,conversível,preto,37155
Nissan,2014,34262,elétrico,manual,conversível,,144017
Volkswagen,2009,34177,elétrico,automático,SUV,cinza,130076
Chevrolet,2020,56825,híbrido,automático,sedan,,128222
BMW,2005,66490,diesel,manual,hatchback,,107457
Mercedes,2019,87725,elétrico,manual,pickup,verde,260592
Ford,2016,1388,elétrico,automático,conversível,,167028
Hyundai,2008,20338,elétrico,automático,sedan,,118763
Chevrolet,2009,19686,híbrido,manual,sedan,cinza,63220
Hyundai,2009,95854,híbrido,automático,SUV,cinza,79902
Honda,2006,36139,elétrico,manual,hatchback,verde,58703
Toyota,2018,89463,diesel,automático,hatchback,,70376
BMW,2009,94535,híbrido,manual,conversível,,157826
Volkswagen,2023,190255,gasolina,manual,sedan,branco,20822
Volkswagen,2011,164798,elétrico,manual,SUV,,38641
Nissan,2021,147914,gasolina,manual,hatchback,preto,36460
Toyota,2014,76927,híbrido,manual,sedan,,65151
Audi,2004,38282,elétrico,automático,conversível,vermelho,162203
Hyundai,2001,62743,diesel,automático,SUV,azul,26080
BMW,2002,216378,diesel,manual,pickup,,9535
Nissan,2009,109497,híbrido,automático,pickup,,56352
Audi,2010,210119,gasolina,automático,pickup,branco,34917
Audi,2004,142021,híbrido,automático,SUV,,82585
BMW,2002,7633,gasolina,manual,hatchback,vermelho,113657
Mercedes,2001,213950,elétrico,manual,pickup,branco,46235
Hyundai,2013,52865,diesel,manual,pickup,,95994
Mercedes,2012,189229,diesel,manual,sedan,preto,77540
Mercedes,2004,55947,diesel,automático,conversível,,142837
Nissan,2016,188417,híbrido,manual,SUV,,43108
Nissan,2022,188498,diesel,manual,SUV,branco,64051
Mercedes,2019,238411,gasolina,automático,SUV,branco,120112
Audi,2004,151064,elétrico,automático,conversível,,83255
Ford,2008,53796,gasolina,automático,SUV,preto,32343
