,ID_Estoque,Quantidade_Disponível,Local_Estoque,Nivel_Maximo,Data_Atualizacao
5705,7433825626189628679,236,Atacado,90000000,2023-03-25
5706,7657093752305477283,85,Atacado,900000,2024-08-03
5707,8270478366286232645,389,Atacado,7000,2025-05-04
5708,5994294922089706008,492,Atacado,5000000,2020-11-18
5709,4607657101131135805,268,Depósito Regional,5000,2025-01-24
5710,3318963345628264750,345,Fábrica,80000000,2024-12-26
5711,5914466662188773411,3,Loja Física,300000,2024-12-21
5712,7096162302298474427,475,Centro de Distribuição,100000,2025-05-11
5713,3240832565494894015,179,Fábrica,300000,2023-11-10
5714,8342042540159238571,166,Centro de Distribuição,450000,2024-08-09
5715,3376515965676825463,386,Fábrica,45000000,2022-10-11
5716,5129386596563402441,0,Varejo,85000000,2020-06-20
5717,9140716115179090179,159,Fábrica,35000000,2023-09-18
5718,1916614753950363041,136,Loja Física,3500,2020-11-26
5719,2104752201164380927,312,Centro de Distribuição,65000000,2020-05-28
5720,7384349889080893884,379,Centro de Distribuição,900000,2023-07-21
5721,5873736443857112848,197,Atacado,10000000,2025-08-16
5722,2766165242155965383,174,Fábrica,1000,2024-10-03
5723,7882089143275612342,113,Centro de Distribuição,65000000,2021-12-11
5724,6213706570605309126,25,Fábrica,950000,2020-05-15
5725,1503591356258248194,480,Centro de Distribuição,750000,2023-01-01
5726,7453319967219553974,295,Depósito Regional,6500,2022-07-21
5727,7901796919204653776,255,Centro de Distribuição,150000,2022-08-23
5728,8876217377021884175,333,Centro de Distribuição,70000000,2020-10-13
5729,5508875710610521455,446,Fábrica,9000,2023-10-28
5730,9696803358276904740,384,Loja Física,700000,2024-06-21
5731,5056517910346298775,239,Centro de Distribuição,5000000,2022-01-02
5732,2103964641702969380,250,Depósito Regional,7500,2023-10-02
5733,6379236369161200053,299,Fábrica,3000,2020-11-27
5734,4787438266890665640,92,Loja Física,95000000,2022-10-13
5735,1143168914823800184,314,Fábrica,45000000,2020-06-14
5736,8198637044245871648,256,Depósito Regional,3000,2023-10-07
5737,9559533288767023750,339,Loja Física,60000000,2024-11-21
5738,3841774096043880301,52,Varejo,55000000,2024-06-03
5739,1031553289424428617,133,Atacado,70000000,2021-12-16
5740,7725928956407567588,55,Depósito Regional,3500,2023-12-12
5741,8845583237497777012,9,Loja Física,750000,2022-01-13
5742,4921712982450334075,90,Centro de Distribuição,650000,2022-04-02
5743,5759988449269839511,148,Centro de Distribuição,50000000,2022-06-03
5744,6670563025467151965,128,Fábrica,45000000,2024-09-11
5745,3359423201299467768,469,Atacado,500000,2020-12-13
5746,7783380701463172163,357,Loja Física,700000,2024-04-17
5747,3460555919755421376,80,Fábrica,95000000,2020-04-20
5748,2163602638237842616,169,Varejo,2500,2023-11-18
5749,8345504012615312015,493,Fábrica,3000,2024-01-03
5750,2042150874129123662,367,Fábrica,4000,2021-01-04
5751,1036213289637202061,185,Loja Física,7000,2020-04-08
5752,3693205758656268283,94,Fábrica,45000000,2024-03-11
5753,1024237830221423965,468,Depósito Regional,200000,2025-10-08
5754,4408814771861358447,148,Atacado,50000,2023-04-19
5755,7759852657505445131,265,Varejo,100000,2020-09-24
5756,7779290223925133396,410,Depósito Regional,100000,2020-12-16
5757,1111562879411399898,3,Atacado,90000000,2022-05-21
5758,9909636327827685418,495,Depósito Regional,8500,2021-05-02
5759,9630719531063995390,114,Loja Física,4000,2024-04-20
5760,2044407949189920300,205,Centro de Distribuição,900000,2023-11-28
5761,7986850478725237097,249,Varejo,30000000,2020-12-09
5762,5785639515388702255,112,Varejo,4000,2020-04-04
5763,4213166507397445047,34,Fábrica,55000000,2021-02-11
5764,1883477920126900699,228,Varejo,8500,2020-09-23
5765,8096419903964344831,131,Centro de Distribuição,400000,2021-05-31
5766,9447874970387615281,78,Depósito Regional,100000,2020-05-21
5767,6152162204684813722,214,Atacado,7500,2020-08-18
5768,6352204242623341364,459,Fábrica,45000000,2024-12-18
5769,2085270572557642498,296,Varejo,4500,2021-12-10
5770,6314827333315952665,428,Depósito Regional,450000,2025-06-20
5771,1704965954026651341,444,Fábrica,900000,2025-04-02
5772,7187007883841200550,338,Loja Física,8000,2025-10-31
5773,2335910759989889597,264,Loja Física,650000,2024-10-21
5774,6442737086650672653,460,Fábrica,850000,2021-01-02
5775,4280082541740918784,478,Loja Física,2500,2021-10-22
5776,1800193117237074897,60,Varejo,4000,2020-09-30
5777,5776156593244911217,188,Depósito Regional,200000,2024-05-18
5778,8181127703122134219,334,Varejo,7500,2024-05-11
5779,6713825692146872995,77,Fábrica,80000000,2024-05-22
5780,5920804749378025118,441,Fábrica,350000,2025-04-28
5781,9115682461608097750,410,Varejo,70000000,2025-02-16
5782,6371191186218633553,415,Fábrica,70000000,2024-12-09
5783,7092490265118445358,147,Depósito Regional,25000000,2020-01-07
5784,2091905534324259563,63,Depósito Regional,7500,2022-06-09
5785,6912151302583914855,429,Atacado,350000,2025-12-22
5786,8286928667920290482,395,Fábrica,1500,2020-12-29
5787,5772193920390913470,103,Centro de Distribuição,100000,2020-12-23
5788,4913033095774319771,405,Fábrica,20000000,2020-04-20
5789,5876749184808835601,110,Depósito Regional,90000000,2020-12-05
5790,9169878143871061466,397,Atacado,500,2020-11-02
5791,9490405171654578933,214,Varejo,5000000,2023-07-12
5792,3269728961615070761,149,Varejo,500000,2021-04-08
5793,9577071052089147868,381,Fábrica,9000,2021-08-25
5794,5684938081590033872,43,Fábrica,50000000,2023-06-15
5795,6225666364349929987,467,Atacado,2000,2024-11-22
5796,9794091513245763008,428,Centro de Distribuição,7000,2025-10-29
5797,3337845287194792813,139,Centro de Distribuição,30000000,2022-03-05
5798,1171159042658242210,247,Fábrica,6500,2020-04-16
5799,5481521858236363053,487,Loja Física,9500,2023-12-22
5800,2427799618868087683,461,Centro de Distribuição,6500,2021-10-05
5801,6924248627340522777,219,Varejo,45000000,2025-01-23
5802,7926800205179308438,457,Varejo,350000,2022-07-14
5803,2935029736448232543,451,Varejo,500,2024-04-30
5804,5343906159359315895,14,Depósito Regional,1500,2025-10-15
5805,3060673677637166785,486,Varejo,20000000,2021-07-27
5806,1295455932537068614,68,Depósito Regional,5000000,2021-09-27
5807,2957865329398830887,459,Centro de Distribuição,750000,2021-05-22
5808,4399336388940184199,229,Varejo,1000,2022-01-18
5809,7634685980324120229,173,Fábrica,750000,2023-03-05
5810,2107103207540724184,397,Depósito Regional,400000,2022-09-14
5811,9993739116269503027,37,Varejo,5000,2023-08-28
5812,7618012436796632508,442,Depósito Regional,1500,2023-03-06
5813,7521112254251790531,369,Centro de Distribuição,70000000,2020-08-02
5814,1698450466315418797,386,Atacado,60000000,2023-04-09
5815,1632578574282519506,59,Atacado,55000000,2022-01-04
5816,2000702098308203185,236,Depósito Regional,500000,2022-11-08
5817,8191704447572520895,12,Centro de Distribuição,600000,2020-08-10
5818,8361291344991108572,292,Centro de Distribuição,20000000,2023-09-16
5819,8057919154134055551,90,Centro de Distribuição,8500,2025-03-05
5820,5039301812520992274,314,Atacado,100000,2023-09-17
5821,4975579784140075162,303,Centro de Distribuição,500,2023-04-08
5822,9293368131904979183,223,Loja Física,6000,2020-05-09
5823,8323472401102895334,157,Varejo,50000,2022-10-06
5824,3515847355355604131,251,Centro de Distribuição,9500,2025-01-03
5825,8078535952066929343,51,Depósito Regional,850000,2021-06-24
5826,2006256887794644976,387,Loja Física,400000,2021-08-04
5827,3921774293998887444,481,Varejo,200000,2021-01-09
5828,9754655638635155894,454,Varejo,350000,2022-09-11
5829,8260393711524296409,18,Fábrica,15000000,2023-08-09
5830,9433908425602667349,124,Fábrica,1000,2024-12-19
5831,3275557633721441223,409,Fábrica,700000,2024-04-01
5832,5682945185526992128,167,Loja Física,20000000,2023-08-28
5833,3086279519337886963,148,Atacado,500000,2021-03-02
5834,8975997054673924131,234,Loja Física,2500,2025-01-03
5835,9122539438519382309,167,Centro de Distribuição,50000000,2025-06-12
5836,7295331683066434187,467,Centro de Distribuição,9500,2024-06-18
5837,8011268969609141054,0,Atacado,900000,2022-02-24
5838,2561192975101449865,308,Loja Física,55000000,2022-10-23
5839,9251946540981248653,133,Depósito Regional,90000000,2022-08-05
5840,4545598088051773358,376,Fábrica,400000,2024-02-03
5841,8146808954520195478,395,Atacado,350000,2021-12-29
5842,9959486302682672844,490,Fábrica,1500,2025-05-22
5843,7557444699373091175,354,Depósito Regional,7500,2021-01-03
5844,8378005325654050044,231,Varejo,1000,2021-05-09
5845,8912390197840917722,288,Depósito Regional,6500,2025-01-31
5846,5872191965975885715,311,Varejo,2000,2025-06-03
5847,1339559371948300762,491,Depósito Regional,70000000,2021-08-26
5848,3546754879693211986,487,Varejo,800000,2020-07-02
5849,8031785607724261005,328,Loja Física,40000000,2021-08-19
5850,9253508198465835398,236,Depósito Regional,40000000,2024-05-25
5851,2499499135180650086,329,Atacado,6000,2024-08-11
5852,4886125868214210220,463,Depósito Regional,50000000,2025-04-08
5853,1267676439610381918,6,Varejo,8000,2021-04-23
5854,1445256044498371157,472,Atacado,75000000,2021-03-03
5855,4786102006471343367,329,Fábrica,85000000,2023-08-31
5856,3215139091434543457,97,Fábrica,350000,2022-10-03
5857,2336912722466294702,47,Varejo,3000,2021-10-11
5858,4999645188041163449,278,Loja Física,500,2021-03-11
5859,7320414589214647814,482,Loja Física,55000000,2024-09-14
5860,5759592002284310870,191,Centro de Distribuição,150000,2020-07-16
5861,4401419860392259123,148,Varejo,900000,2025-07-30
5862,1327349234695299896,423,Atacado,6500,2022-01-08
5863,1350574376543242641,392,Varejo,500000,2020-11-03
5864,3755393885582765970,460,Depósito Regional,10000000,2022-02-27
5865,2957485658902601513,86,Atacado,5000,2022-08-30
5866,4098011687454807940,2,Depósito Regional,900000,2021-03-07
5867,6742212325044370185,454,Varejo,9000,2025-12-12
5868,9327823629164887554,345,Loja Física,800000,2025-02-25
5869,5894486419135026829,334,Loja Física,5500,2021-06-17
5870,6274180262014127939,293,Atacado,500,2025-02-13
5871,2448787844703882777,158,Varejo,75000000,2025-08-13
5872,7706749873895349627,346,Loja Física,300000,2022-08-17
5873,7618834469198322492,140,Centro de Distribuição,800000,2024-10-20
5874,5275028567982911133,445,Varejo,150000,2022-10-07
5875,9276240436665107384,94,Loja Física,95000000,2023-06-03
5876,1873738136417736130,88,Depósito Regional,85000000,2020-06-04
5877,3109154129769547819,384,Varejo,250000,2025-10-02
5878,2406350890855941378,116,Atacado,6000,2020-04-12
5879,2825272387653991401,77,Loja Física,2500,2023-11-10
5880,4028890734282610257,473,Fábrica,850000,2023-11-24
5881,7013149437405351930,331,Loja Física,85000000,2021-06-26
5882,6110394493135220714,219,Varejo,8000,2020-10-08
5883,3407904511896915804,14,Loja Física,750000,2021-01-28
5884,5013140155487190616,164,Depósito Regional,80000000,2025-02-07
5885,5527960804488958519,260,Atacado,9000,2024-01-28
5886,6332163086807528868,200,Loja Física,30000000,2023-10-16
5887,9625611506002856473,307,Varejo,650000,2022-01-10
5888,1529459269572086273,275,Atacado,15000000,2025-10-29
5889,6251378097653420381,210,Loja Física,4500,2024-07-08
5890,4421414759040979094,435,Depósito Regional,6000,2021-04-05
5891,8807139622801687373,488,Atacado,50000,2020-10-11
5892,3622447410602222233,268,Centro de Distribuição,8500,2025-09-01
5893,2061981830856886392,109,Fábrica,100000,2023-02-21
5894,2387627647514697865,33,Depósito Regional,8000,2021-10-21
5895,9621072772105481389,260,Atacado,850000,2025-09-02
5896,8979040492557813189,263,Centro de Distribuição,65000000,2023-08-30
5897,6436388530351578972,233,Fábrica,1500,2023-12-20
5898,4072282451424053230,274,Loja Física,50000,2020-07-30
5899,7581931280149312301,104,Depósito Regional,95000000,2021-07-08
5900,9053076550052027602,114,Loja Física,30000000,2024-02-07
5901,2373281515860233949,116,Fábrica,35000000,2024-12-28
5902,6265789881981728204,229,Varejo,850000,2021-02-11
5903,9665281010339605661,229,Depósito Regional,80000000,2025-04-10
5904,3307705860976390729,368,Atacado,5500,2022-08-12
5905,5287601332029228684,429,Centro de Distribuição,35000000,2022-11-19
5906,6307333650733635694,308,Centro de Distribuição,650000,2020-03-02
5907,1048671747336640043,203,Fábrica,10000000,2021-08-23
5908,4453595410211934146,316,Varejo,9000,2024-01-04
5909,8219041088101774652,130,Fábrica,30000000,2022-12-10
5910,8764129406572179239,195,Fábrica,750000,2024-08-16
5911,8248630565899528309,106,Depósito Regional,20000000,2023-10-13
5912,9239605332678257436,342,Depósito Regional,5000000,2025-07-03
5913,2572218117965919324,29,Depósito Regional,15000000,2022-07-14
5914,8236128754483572758,378,Atacado,100000,2021-06-08
5915,1716969087620067307,37,Varejo,8500,2024-12-14
5916,1222387293544560562,5,Loja Física,20000000,2025-02-05
5917,3626490670461174055,20,Varejo,300000,2023-12-24
5918,6690878853612957628,130,Depósito Regional,8000,2022-11-01
5919,7002313724901606651,167,Loja Física,80000000,2023-09-19
5920,1186326558899003636,157,Fábrica,8500,2020-11-28
5921,1897992921345460650,205,Varejo,60000000,2024-01-02
5922,4238084863117450460,71,Atacado,50000,2024-02-01
5923,2615756948980971683,14,Varejo,75000000,2021-07-11
5924,2580153811247556816,426,Loja Física,1000,2024-05-29
5925,8467812160584544939,391,Atacado,750000,2020-04-28
5926,5858202966604846174,343,Atacado,60000000,2022-09-20
5927,1835413850126330256,488,Varejo,300000,2020-04-16
5928,9380529648022725188,435,Depósito Regional,900000,2022-04-16
5929,6194607421982071612,219,Fábrica,50000000,2023-02-24
5930,2318942987242118354,172,Centro de Distribuição,4500,2021-04-27
5931,2833512847107964465,1,Atacado,850000,2022-08-04
5932,4766412022828978464,341,Atacado,150000,2022-05-13
5933,6964013968034817857,234,Depósito Regional,30000000,2022-03-21
5934,6061173575344725969,128,Loja Física,4500,2023-10-27
5935,5244530984007557763,479,Loja Física,250000,2023-03-31
5936,4119945381716362363,30,Fábrica,8000,2022-11-02
5937,5336570743109737536,118,Atacado,60000000,2024-02-21
5938,9089230968235554140,440,Varejo,6500,2022-09-25
5939,2695283585283196035,410,Loja Física,7500,2024-12-06
5940,3833389340711365391,480,Loja Física,600000,2022-12-07
5941,1403472222292636687,110,Fábrica,800000,2021-06-10
5942,3848665941942909105,489,Centro de Distribuição,6500,2021-07-19
5943,2419810582228168827,196,Centro de Distribuição,85000000,2022-02-19
5944,2989727635049874008,349,Loja Física,5000000,2024-01-19
5945,4597851022090714647,179,Depósito Regional,90000000,2022-06-09
5946,4052970073425147826,215,Centro de Distribuição,450000,2021-07-30
5947,9936191594765422851,378,Depósito Regional,4000,2025-03-23
5948,7937990933586134485,393,Loja Física,750000,2023-06-12
5949,8537872298443363888,347,Fábrica,60000000,2024-03-09
5950,4457460214001977493,45,Varejo,550000,2024-09-03
5951,8659066053923752922,446,Depósito Regional,4500,2020-04-19
5952,8577975056706979610,273,Fábrica,6000,2024-01-18
5953,5542811696752039987,468,Depósito Regional,20000000,2022-12-10
5954,9796070427796255002,160,Varejo,200000,2025-02-12
5955,2124549279148560926,54,Atacado,3000,2021-06-29
5956,1856792535782578187,449,Fábrica,300000,2023-12-25
5957,2354800624740184211,148,Atacado,750000,2023-01-14
5958,1711712757154651784,212,Fábrica,9000,2022-10-17
5959,7975571107636600370,337,Atacado,4500,2024-12-16
5960,2953007028437186417,15,Fábrica,500000,2021-05-11
5961,9193940661491440223,183,Fábrica,150000,2022-06-17
5962,9773764757948830123,152,Depósito Regional,2000,2021-09-27
5963,9038157357649328582,133,Centro de Distribuição,700000,2021-06-17
5964,4538636524174962306,385,Fábrica,5000000,2020-12-19
5965,7219470359115865572,112,Loja Física,90000000,2025-10-18
5966,9682508978259631644,170,Depósito Regional,80000000,2025-12-09
5967,2066404222633274279,119,Varejo,3500,2021-10-16
5968,9641598657183596660,282,Fábrica,200000,2024-06-12
5969,7743647477507067290,10,Fábrica,900000,2023-11-23
5970,7873652109513983613,409,Varejo,5000000,2024-09-13
5971,8950945110234431198,296,Loja Física,8500,2023-05-09
5972,9628553887325885841,431,Centro de Distribuição,95000000,2025-07-17
5973,7198394009526664961,3,Atacado,30000000,2025-04-26
5974,1796486031661747328,402,Varejo,350000,2023-12-23
5975,4929314733321797433,42,Varejo,7500,2023-05-10
5976,7234498108693972023,178,Loja Física,70000000,2022-04-14
5977,4946589926962736069,186,Atacado,5000,2023-12-14
5978,3524313649712387748,376,Depósito Regional,650000,2021-10-15
5979,3272997947796854543,78,Loja Física,350000,2023-03-02
5980,3036640975667402725,184,Depósito Regional,50000000,2020-03-10
5981,6899314816612322494,232,Centro de Distribuição,25000000,2023-07-23
5982,3493744782692223383,210,Varejo,750000,2024-03-07
5983,1762689657514904884,296,Varejo,50000,2023-03-16
5984,1255350679566515380,415,Varejo,65000000,2023-11-05
5985,7147375736866319469,450,Atacado,400000,2021-10-23
5986,3358192924363942340,133,Varejo,60000000,2025-03-03
5987,4372970439779719473,22,Fábrica,600000,2024-07-13
5988,7142779460095541539,70,Loja Física,5500,2021-07-26
5989,8225740255118224919,29,Atacado,95000000,2023-12-22
5990,3410954662719649421,151,Fábrica,7000,2024-05-04
5991,3270517494095453127,369,Loja Física,2500,2022-09-15
5992,5329854081133786843,282,Atacado,95000000,2023-03-06
5993,5430035498155584387,200,Loja Física,10000000,2022-02-04
5994,9957426551687610096,227,Centro de Distribuição,90000000,2023-05-23
5995,1167112968002762149,211,Atacado,80000000,2021-08-16
5996,1292682880561196015,290,Atacado,6500,2025-08-14
5997,9507474440488968567,126,Depósito Regional,5000,2023-01-01
5998,6957313738313904579,148,Loja Física,2500,2025-07-22
5999,8343884981763697771,298,Loja Física,750000,2023-03-10
6000,8588430949387386202,397,Fábrica,200000,2025-10-27
6001,9034268290326988501,371,Depósito Regional,5000,2022-08-29
6002,7721736740017928964,45,Atacado,1500,2025-01-07
6003,4698253364681578565,452,Centro de Distribuição,95000000,2020-06-30
6004,3933764619354676499,248,Atacado,40000000,2021-11-13
6005,1186716548966000006,112,Centro de Distribuição,400000,2024-11-07
6006,3714507697971083661,113,Loja Física,100000,2023-07-15
6007,4853530561071149252,224,Depósito Regional,25000000,2023-08-08
6008,7045895414569393720,314,Varejo,4000,2025-09-23
6009,5450468924640265203,363,Fábrica,70000000,2024-01-24
6010,3063186894702832257,157,Varejo,45000000,2022-02-15
6011,5584603447793192393,76,Varejo,50000000,2021-08-30
6012,1811123159527796802,458,Fábrica,85000000,2022-11-10
6013,8019890822194306979,217,Fábrica,35000000,2020-06-29
6014,9896646325404209738,264,Depósito Regional,40000000,2020-09-05
6015,1302925692295961905,195,Centro de Distribuição,70000000,2023-10-14
6016,4324775653702962166,451,Varejo,7500,2022-01-13
6017,2519492835504104170,108,Depósito Regional,50000000,2025-09-26
6018,7829158334029128135,334,Fábrica,80000000,2022-01-04
6019,1207414033454789946,17,Atacado,3500,2021-02-02
6020,3685831976585689066,492,Varejo,300000,2021-09-18
6021,3581332375439310253,446,Fábrica,90000000,2025-09-24
6022,5904886162631420201,433,Atacado,150000,2022-05-09
6023,4247891925047427753,327,Depósito Regional,45000000,2020-03-07
6024,7983642605196725548,394,Loja Física,8500,2024-12-13
6025,1879146293610814203,369,Fábrica,35000000,2022-12-09
6026,7403136718346008798,403,Centro de Distribuição,2500,2021-11-07
6027,8267223049700835356,278,Fábrica,50000,2024-07-21
6028,9987894838404907263,144,Centro de Distribuição,70000000,2021-11-06
6029,5382766592128958964,165,Atacado,300000,2024-08-10
6030,7067782504805252570,163,Loja Física,75000000,2024-03-21
6031,7087836327649899142,331,Centro de Distribuição,60000000,2022-03-20
6032,7439099656149165882,162,Atacado,60000000,2022-01-14
6033,5732688337199964053,419,Fábrica,65000000,2025-08-27
6034,7061068168492662433,348,Loja Física,900000,2021-04-08
6035,3507999730280366429,371,Centro de Distribuição,200000,2025-12-17
6036,7501785762165382327,485,Atacado,500,2024-03-29
6037,4241884204707461918,282,Varejo,9500,2021-12-24
6038,1431937236753264089,270,Centro de Distribuição,250000,2023-11-20
6039,9019124733079718556,430,Loja Física,4500,2023-03-19
6040,2193362909279947763,82,Atacado,30000000,2025-04-14
6041,5796982120822156092,265,Depósito Regional,550000,2023-12-29
6042,1312233357039068285,44,Fábrica,85000000,2025-06-20
6043,8003138709795840606,443,Atacado,450000,2025-05-14
6044,6751263774943331013,199,Varejo,200000,2022-06-29
6045,9953322516379631991,344,Centro de Distribuição,500,2023-08-07
6046,2305235543443407235,229,Centro de Distribuição,750000,2024-06-27
6047,5133956663842420078,17,Atacado,200000,2025-05-06
6048,7583784524715065569,87,Depósito Regional,20000000,2025-09-09
6049,3243198301857560896,169,Depósito Regional,4000,2023-04-05
6050,3616010420511772147,477,Loja Física,1000,2021-08-05
6051,3286418748371313912,192,Centro de Distribuição,800000,2023-11-13
6052,7537234780932592514,478,Centro de Distribuição,7500,2024-08-18
6053,4240833047794097321,91,Varejo,2500,2023-02-09
6054,4820071069621881840,51,Fábrica,7500,2022-12-02
6055,9663163191116865066,353,Centro de Distribuição,20000000,2023-11-25
6056,6110705610672171866,84,Fábrica,85000000,2024-07-16
6057,6008341324243363561,122,Depósito Regional,40000000,2021-10-14
6058,3541978413049035401,136,Fábrica,5000,2021-03-07
6059,7151659583806912279,410,Depósito Regional,40000000,2025-03-22
6060,6323604346388802671,291,Loja Física,9000,2021-09-10
6061,4020595638120476317,75,Atacado,600000,2022-07-21
6062,2956896362216751876,274,Centro de Distribuição,3000,2023-01-09
6063,7514936505309350189,318,Centro de Distribuição,900000,2023-09-04
6064,9816989468299688280,154,Depósito Regional,25000000,2022-01-27
6065,8054877559904740181,108,Atacado,8500,2023-06-15
6066,5695020515410983964,171,Atacado,2000,2023-05-17
6067,8200894903586335316,158,Loja Física,40000000,2024-05-04
6068,3894943761754608986,127,Loja Física,9000,2022-08-11
6069,5288324123924597212,204,Centro de Distribuição,5000000,2024-08-20
6070,7612431403342082699,89,Depósito Regional,450000,2025-09-08
6071,8450893330435910664,177,Centro de Distribuição,8500,2024-05-28
6072,3860668205111690125,122,Atacado,950000,2020-09-01
6073,6184587166396727122,416,Loja Física,20000000,2025-09-27
6074,7649092340364875875,362,Varejo,5000,2020-07-02
6075,5576735482445256025,36,Depósito Regional,65000000,2022-02-09
6076,7047864217437531162,425,Centro de Distribuição,7500,2024-10-16
6077,4541223407248252407,213,Loja Física,550000,2022-07-25
6078,8766718767647988800,443,Atacado,2000,2025-06-08
6079,8012019762017577899,55,Fábrica,550000,2020-11-18
6080,5891426179397346819,18,Depósito Regional,70000000,2020-06-14
6081,7762413399131524792,84,Fábrica,350000,2024-09-01
6082,7163884507386032824,452,Fábrica,5000,2020-09-15
6083,1802507504035613672,222,Centro de Distribuição,10000000,2021-03-06
6084,9521032328174106496,86,Loja Física,200000,2024-08-10
6085,7729142754866605136,471,Fábrica,3000,2021-10-31
6086,8774697821350946710,385,Varejo,700000,2024-01-29
6087,4452275695994378788,390,Loja Física,5000000,2022-07-08
6088,6115193600141241853,78,Centro de Distribuição,9500,2022-11-26
6089,4090087403100506104,253,Depósito Regional,20000000,2020-10-27
6090,6077908218302148172,167,Fábrica,900000,2022-10-06
6091,2045460545002296997,239,Atacado,40000000,2022-07-22
6092,9611150178224611131,151,Centro de Distribuição,60000000,2022-05-03
6093,4944385652074173685,326,Depósito Regional,5000000,2024-11-08
6094,2866337168433981121,90,Loja Física,500,2023-06-25
6095,6797308948912404442,28,Loja Física,700000,2024-06-02
6096,3088694518543566553,345,Varejo,4000,2020-06-18
6097,6921537804793793882,97,Fábrica,6000,2025-03-09
6098,5675782870846038325,156,Loja Física,150000,2023-12-23
6099,7885829116581629199,320,Varejo,2000,2022-03-21
6100,1661726634409396404,255,Fábrica,80000000,2020-02-05
6101,1456854150060782580,329,Depósito Regional,60000000,2023-03-25
6102,1384760697125509944,56,Centro de Distribuição,550000,2020-04-21
6103,6074729436541460554,268,Atacado,2500,2022-08-30
6104,7330929019720450375,93,Atacado,80000000,2022-09-24
6105,4322481214454691181,387,Varejo,550000,2024-01-01
6106,7352021599942968508,161,Fábrica,5000000,2023-04-21
6107,1560823983758550936,171,Depósito Regional,20000000,2023-02-07
6108,9603975891317679979,94,Atacado,95000000,2022-06-16
6109,3899742064358244109,319,Varejo,600000,2024-10-25
6110,4848084833569442784,89,Fábrica,300000,2021-04-14
6111,9043117230764325706,441,Fábrica,850000,2024-04-09
6112,3123526790133560706,234,Fábrica,25000000,2024-05-06
6113,1664517527087686811,53,Varejo,500,2022-01-31
6114,1691087741615907848,137,Varejo,60000000,2021-12-22
6115,6861103213765395751,405,Atacado,400000,2021-06-03
6116,8419186909080117280,428,Loja Física,1000,2024-01-10
6117,9717000566774711720,190,Atacado,75000000,2022-06-06
6118,7366112751444699950,172,Loja Física,100000,2020-05-14
6119,9888179225283786754,91,Atacado,4500,2022-04-20
6120,5149241668219546811,218,Loja Física,1500,2021-10-22
6121,9005931530692192154,330,Centro de Distribuição,350000,2022-10-29
6122,6709099272195104021,362,Centro de Distribuição,6500,2020-11-15
6123,3592436673744314928,43,Loja Física,100000,2023-12-28
6124,9880284949575821296,279,Atacado,850000,2024-01-14
6125,4968686043790212270,274,Centro de Distribuição,950000,2023-09-24
6126,5087160360318384927,315,Centro de Distribuição,350000,2023-03-21
6127,1786516865947074757,405,Loja Física,85000000,2021-10-13
6128,5554384527476684007,265,Centro de Distribuição,350000,2020-02-20
6129,6660165268062885330,411,Varejo,80000000,2021-08-11
6130,6999763255691313183,35,Centro de Distribuição,65000000,2024-11-09
6131,6040166668681621506,357,Loja Física,2000,2021-08-01
6132,9187950904828515971,154,Fábrica,500,2023-08-08
6133,3895400087435570313,141,Loja Física,4500,2022-03-25
6134,5605064600813269677,286,Centro de Distribuição,4500,2020-07-02
6135,6609483001117865565,108,Atacado,80000000,2020-11-04
6136,9757520534880645561,380,Centro de Distribuição,45000000,2024-12-18
6137,8608850391718695796,124,Centro de Distribuição,10000000,2022-10-15
6138,9765708575712040360,216,Varejo,450000,2024-04-15
6139,4438754627798845416,340,Centro de Distribuição,95000000,2020-01-04
6140,8946157338619622045,102,Atacado,90000000,2024-05-02
6141,9147525497587656407,333,Loja Física,8500,2024-01-08
6142,4398054131383680049,49,Fábrica,4000,2023-07-08
6143,3363487790878011683,414,Atacado,10000000,2021-06-22
6144,6960421409673762167,217,Centro de Distribuição,150000,2023-01-31
6145,6862645361080691065,470,Centro de Distribuição,95000000,2021-08-31
6146,6808804767080120496,281,Depósito Regional,550000,2021-06-17
6147,6380376500907969122,424,Fábrica,50000,2025-08-22
6148,2018590360753854610,155,Atacado,850000,2020-03-27
6149,2072616154915336546,388,Centro de Distribuição,10000000,2023-09-09
6150,7520532377791929389,36,Centro de Distribuição,25000000,2022-08-25
6151,6456606557091729843,22,Centro de Distribuição,2500,2025-08-19
6152,1792345593149662329,462,Depósito Regional,20000000,2024-03-20
6153,5427502977610612825,33,Depósito Regional,400000,2022-05-22
6154,2832999119958972319,85,Depósito Regional,65000000,2021-06-23
6155,9992906326270182536,306,Varejo,50000000,2021-05-02
6156,3406382644401204699,71,Centro de Distribuição,100000,2024-07-10
6157,2264713926801461599,421,Atacado,450000,2021-10-14
6158,4268143965033258931,271,Loja Física,60000000,2022-12-21
6159,1425561536870682273,100,Loja Física,35000000,2025-06-25
6160,2195773019187866200,90,Centro de Distribuição,75000000,2022-03-01
6161,5808286889073621856,168,Fábrica,250000,2021-04-15
6162,5677396713419882873,386,Fábrica,850000,2020-12-17
6163,1336105086189095813,239,Depósito Regional,90000000,2025-03-10
6164,8046116825090655066,24,Fábrica,8500,2020-10-15
6165,3272438941834683023,87,Depósito Regional,200000,2022-07-04
6166,3349776023704031870,218,Fábrica,4000,2020-09-13
6167,7817940689011034259,493,Atacado,70000000,2024-09-24
6168,5167157641986679482,44,Fábrica,500000,2025-08-06
