,ID_Estoque,CEP
10728,,91244-150
10729,,31846-200
10730,,68612-595
10731,,66648-144
10732,,94612-068
10733,,01522-911
10734,,44185-632
10735,,50092-155
10736,,29469-307
10737,,45400-672
10738,,91208-939
10739,,95871-873
10740,,98084-677
10741,,68607-592
10742,,10171-877
10743,,62682-694
10744,,05979-850
10745,,18346-947
10746,,22334-352
10747,,80600-293
10748,,32545-311
10749,,47279-783
10750,,98481-605
10751,,50240-694
10752,,95407-022
10753,,43852-843
10754,,10877-033
10755,,22073-161
10756,,07932-302
10757,,28157-279
10758,,67838-722
10759,,52720-648
10760,,32381-132
10761,,29676-342
10762,,20492-664
10763,,28184-926
10764,,77724-768
10765,,15498-891
10766,,22718-162
10767,,70284-953
10768,,30630-583
10769,,04831-065
10770,,60729-246
10771,,18008-726
10772,,66619-697
10773,,34137-386
10774,,15098-403
10775,,59477-934
10776,,28342-008
10777,,01532-531
10778,,78064-014
10779,,24137-456
10780,,01766-877
10781,,08409-889
10782,,81561-857
10783,,83407-184
10784,,37292-427
10785,,34279-379
10786,,16404-799
10787,,32419-390
10788,,23599-493
10789,,56704-779
10790,,21738-278
10791,,41568-767
10792,,03332-028
10793,,97339-022
10794,,45170-335
10795,,90546-134
10796,,45522-181
10797,,11736-085
10798,,09730-510
10799,,56426-413
10800,,61492-128
10801,,46534-846
10802,,30434-888
10803,,36048-136
10804,,31594-698
10805,,76780-580
10806,,28374-799
10807,,80404-858
10808,,86271-843
10809,,03269-937
10810,,03897-922
10811,,59776-776
10812,,93724-833
10813,,57791-823
10814,,00468-411
10815,,05669-130
10816,,69473-723
10817,,72808-991
10818,,93695-813
10819,,00615-243
10820,,75690-867
10821,,28051-364
10822,,11616-773
10823,,17431-100
10824,,39108-449
10825,,12236-330
10826,,79280-384
10827,,90916-414
10828,,45324-106
10829,,23191-490
10830,,86930-358
10831,,11680-308
10832,,00123-677
10833,,75183-069
10834,,90254-042
10835,,65191-786
10836,,42583-026
10837,,70872-026
10838,,27482-805
10839,,21680-321
10840,,50611-403
10841,,71054-277
10842,,86471-551
10843,,53398-166
10844,,90323-015
10845,,28335-888
10846,,18707-702
10847,,72126-782
10848,,98086-860
10849,,65243-744
10850,,77333-530
10851,,37412-584
10852,,18609-428
10853,,75653-395
10854,,34765-776
10855,,09980-952
10856,,37456-123
10857,,73391-093
10858,,90146-476
10859,,98509-902
10860,,31468-145
10861,,10613-228
10862,,64131-275
10863,,51215-629
10864,,14573-459
10865,,44928-008
10866,,99088-849
10867,,84061-798
10868,,90170-038
10869,,73649-410
10870,,81578-460
10871,,62424-890
10872,,38440-921
10873,,76532-104
10874,,44472-298
10875,,72549-348
10876,,97700-834
10877,,25572-762
10878,,20663-037
10879,,75080-280
10880,,79669-564
10881,,90551-528
10882,,94147-082
10883,,72526-480
10884,,96229-354
10885,,38055-874
10886,,01783-389
10887,,81003-110
10888,,22438-734
10889,,36296-415
10890,,18942-869
10891,,58129-980
10892,,00881-302
10893,,23561-330
10894,,90367-792
10895,,06978-263
10896,,74041-126
10897,,07948-907
10898,,79635-685
10899,,64231-237
10900,,94782-759
10901,,93909-893
10902,,93440-170
10903,,51849-129
10904,,06471-945
10905,,90469-092
10906,,92320-019
10907,,04304-956
10908,,58064-290
10909,,29074-750
10910,,01932-559
10911,,67642-643
10912,,54297-396
10913,,32977-429
10914,,61833-091
10915,,51143-381
10916,,59725-320
10917,,41137-552
10918,,85680-822
10919,,54153-454
10920,,41472-010
10921,,12575-690
10922,,19579-988
10923,,15942-953
10924,,72402-383
10925,,09080-841
10926,,74641-817
10927,,90602-916
10928,,15954-661
10929,,31908-064
10930,,49749-656
10931,,85184-387
10932,,82630-892
10933,,23062-312
10934,,36550-769
10935,,82920-871
10936,,15656-574
10937,,60102-878
10938,,47700-917
10939,,28213-192
10940,,35523-462
10941,,56288-447
10942,,43863-112
10943,,56629-475
10944,,21600-378
10945,,50588-770
10946,,28197-090
10947,,00003-699
10948,,91553-324
10949,,88960-453
10950,,95821-614
10951,,12408-306
10952,,94497-941
10953,,99103-353
10954,,62243-100
10955,,97185-242
10956,,65198-197
10957,,34398-778
10958,,26785-328
10959,,23764-156
10960,,97140-703
10961,,26921-614
10962,,68555-603
10963,,94316-420
10964,,77198-540
10965,,80324-024
10966,,22936-857
10967,,98190-000
10968,,56236-552
10969,,05039-046
10970,,78502-865
10971,,12506-908
10972,,91785-849
10973,,46071-232
10974,,55622-890
10975,,37231-588
10976,,39907-972
10977,,63606-056
10978,,72812-570
10979,,53074-510
10980,,56769-693
10981,,99363-114
10982,,71647-212
10983,,08214-209
10984,,23678-134
10985,,19972-433
10986,,88112-732
10987,,80074-047
10988,,03988-775
10989,,69475-292
10990,,90797-876
10991,,62312-748
10992,,21025-960
10993,,73230-866
10994,,14188-917
10995,,30282-952
10996,,86141-543
10997,,38543-054
10998,,96466-967
10999,,57450-213
11000,,23934-414
11001,,21101-117
11002,,18502-489
11003,,19772-689
11004,,73590-878
11005,,66561-704
11006,,01819-340
11007,,83874-982
11008,,27242-226
11009,,18126-646
11010,,73410-779
11011,,64527-336
11012,,72744-332
11013,,90192-425
11014,,35161-644
11015,,27301-209
11016,,40018-667
11017,,71441-800
11018,,68292-001
11019,,38817-832
11020,,78369-103
11021,,19994-131
11022,,30684-273
11023,,58230-146
11024,,44281-280
11025,,31932-645
11026,,00902-537
11027,,88096-691
11028,,05281-967
11029,,69401-919
11030,,70075-761
11031,,43632-866
11032,,21031-581
11033,,98708-623
11034,,14652-291
11035,,91152-040
11036,,67725-192
11037,,82158-845
11038,,94899-243
11039,,87672-067
11040,,89048-195
11041,,47525-405
11042,,00002-030
11043,,46431-855
11044,,87899-214
11045,,08521-971
11046,,48435-745
11047,,55638-973
11048,,46714-581
11049,,47096-507
11050,,25609-847
11051,,22692-614
11052,,65710-472
11053,,46734-533
11054,,87288-980
11055,,63140-413
11056,,23899-575
11057,,63527-893
11058,,87174-453
11059,,48549-546
11060,,59898-314
11061,,35652-806
11062,,01511-404
11063,,67342-971
11064,,93915-697
11065,,33910-071
11066,,93300-833
11067,,31163-591
11068,,04711-788
11069,,27838-202
11070,,34382-813
11071,,84308-955
11072,,04346-621
11073,,62736-604
11074,,62712-211
11075,,37676-642
11076,,78922-341
11077,,60665-362
11078,,17700-975
11079,,74576-413
11080,,04393-935
11081,,07764-476
11082,,99775-947
11083,,21611-708
11084,,27441-055
11085,,15722-171
11086,,21196-456
11087,,64912-965
11088,,34085-181
11089,,69630-029
11090,,34073-332
11091,,05730-347
11092,,78577-509
11093,,36851-184
11094,,85684-279
11095,,78980-872
11096,,89049-652
11097,,24631-023
11098,,07923-056
11099,,50429-158
11100,,97416-451
11101,,52490-306
11102,,60929-039
11103,,31287-457
11104,,21702-248
11105,,30080-710
11106,,62621-079
11107,,01985-940
11108,,54382-982
11109,,59831-459
11110,,04894-211
11111,,05632-392
11112,,40587-969
11113,,44413-462
11114,,03783-635
11115,,85559-382
11116,,42751-807
11117,,52578-517
11118,,90867-663
11119,,64765-452
11120,,03299-711
11121,,85418-979
11122,,81666-302
11123,,33695-975
11124,,31986-833
11125,,82573-403
11126,,76678-689
11127,,84146-070
11128,,27543-672
11129,,07128-285
11130,,49898-877
11131,,01092-455
11132,,82716-354
11133,,87991-556
11134,,63154-340
11135,,88042-569
11136,,51018-352
11137,,55051-605
11138,,52692-559
11139,,06886-904
11140,,52363-811
11141,,83447-818
11142,,44571-391
11143,,93151-635
11144,,58692-071
11145,,54786-889
11146,,47822-737
11147,,28520-462
11148,,82272-529
11149,,95519-911
11150,,88133-254
11151,,76155-228
11152,,14152-399
11153,,47885-556
11154,,98823-918
11155,,54309-382
11156,,11794-634
11157,,93252-954
11158,,75083-248
11159,,36949-388
11160,,89442-475
11161,,06151-621
11162,,56201-048
11163,,85285-334
11164,,12653-412
11165,,48984-148
11166,,17515-635
11167,,12260-446
11168,,33069-756
11169,,07172-080
11170,,08895-673
11171,,53700-731
11172,,32834-948
11173,,02799-316
11174,,99496-195
11175,,96544-587
11176,,69239-599
11177,,09462-461
11178,,26899-590
11179,,39117-945
11180,,17890-976
11181,,53727-177
11182,,69970-811
11183,,33320-656
11184,,93517-590
11185,,87494-767
11186,,41031-560
11187,,68625-752
11188,,83248-128
11189,,98878-203
11190,,48156-587
11191,,44029-407
11192,,66760-755
11193,,29844-623
11194,,51827-908
11195,,82178-180
11196,,86611-879
11197,,76639-321
11198,,29155-527
11199,,99374-111
11200,,50812-986
11201,,24599-650
11202,,09025-397
11203,,74892-723
11204,,44179-640
11205,,34518-139
11206,,62023-930
11207,,48466-936
11208,,08406-945
11209,,05560-678
11210,,53109-460
11211,,13353-145
11212,,25230-936
11213,,75536-816
11214,,97920-098
11215,,04275-619
11216,,58946-992
11217,,86055-928
11218,,05571-086
11219,,61608-232
11220,,95338-260
11221,,39053-705
11222,,04798-174
11223,,20642-750
11224,,31047-742
11225,,83039-529
11226,,48504-405
11227,,85679-113
11228,,51907-949
11229,,64844-189
11230,,91534-627
11231,,34319-218
11232,,63916-984
11233,,74072-755
11234,,90417-158
11235,,55833-154
11236,,12036-946
11237,,59509-092
11238,,01410-709
11239,,88084-320
11240,,74501-231
11241,,49112-149
11242,,54118-407
11243,,75057-392
11244,,75085-009
11245,,10727-695
11246,,64443-642
11247,,12478-107
11248,,36448-048
11249,,99597-709
11250,,33904-051
11251,,32259-095
11252,,60467-902
11253,,24807-257
11254,,49763-141
11255,,51165-662
11256,,08724-106
11257,,74600-457
11258,,05197-570
11259,,34915-970
11260,,88187-335
11261,,65768-934
11262,,07979-526
11263,,17991-583
11264,,61102-356
11265,,49531-490
11266,,18514-494
11267,,11976-157
11268,,03314-944
11269,,48123-631
11270,,12559-749
11271,,85702-632
11272,,98975-718
11273,,72807-531
11274,,41950-747
11275,,09375-674
11276,,04274-059
11277,,55118-029
11278,,23925-412
11279,,70700-838
11280,,85362-889
11281,,65340-150
11282,,60036-096
11283,,62130-412
11284,,95706-747
11285,,59560-476
11286,,25782-485
11287,,96973-905
11288,,85384-796
11289,,97204-201
11290,,44554-025
11291,,21747-151
11292,,09422-020
11293,,19164-930
11294,,12376-895
11295,,99329-923
11296,,01669-196
11297,,17826-745
11298,,58380-331
11299,,60865-306
11300,,11341-176
11301,,93086-281
11302,,47731-212
11303,,08841-042
11304,,05101-844
11305,,78167-021
11306,,27758-882
11307,,04206-811
11308,,94948-726
11309,,97495-819
11310,,08070-051
11311,,77037-035
11312,,11604-917
11313,,30523-425
11314,,95125-417
11315,,83972-373
11316,,83303-375
11317,,17618-248
11318,,73923-725
11319,,82537-390
11320,,79966-970
11321,,39044-622
11322,,77306-133
11323,,30111-447
11324,,44318-537
11325,,33820-871
11326,,59088-794
11327,,53974-083
11328,,16301-902
11329,,06997-955
11330,,66940-549
11331,,46784-914
11332,,30176-758
11333,,60472-170
11334,,11280-560
11335,,21986-209
11336,,38858-990
11337,,78229-080
11338,,03544-845
11339,,43182-354
11340,,65581-365
11341,,00322-350
11342,,60762-064
11343,,34238-914
11344,,88438-405
11345,,11679-698
11346,,70381-993
11347,,86448-250
11348,,99220-897
11349,,14368-525
11350,,52156-217
11351,,51583-132
11352,,24498-156
11353,,00496-007
11354,,31080-391
11355,,82874-590
11356,,38884-457
11357,,01328-061
11358,,58155-619
11359,,98419-924
11360,,66794-081
11361,,89701-495
11362,,74326-086
11363,,25375-139
11364,,10520-915
11365,,48613-333
11366,,88278-302
11367,,30413-515
11368,,13466-067
11369,,32874-730
11370,,60093-546
11371,,41021-787
11372,,30348-368
11373,,34503-029
11374,,11812-943
11375,,04682-404
11376,,06065-230
11377,,83661-147
11378,,12028-036
11379,,10367-154
11380,,45194-915
11381,,67817-735
11382,,56414-709
11383,,80430-891
11384,,44530-472
11385,,75011-437
11386,,00981-988
11387,,79805-852
11388,,79859-096
11389,,58657-683
11390,,68652-636
11391,,77415-389
11392,,77050-531
11393,,47164-100
11394,,20671-120
11395,,35512-730
11396,,77957-091
11397,,11931-817
11398,,15798-806
11399,,10019-558
11400,,03258-919
11401,,89103-172
11402,,59714-752
11403,,71024-645
11404,,14540-645
11405,,81396-508
11406,,29886-591
11407,,51963-119
11408,,22280-129
11409,,53930-355
11410,,00483-364
11411,,30237-527
11412,,59530-869
11413,,98740-940
11414,,04423-586
11415,,41878-170
11416,,27443-994
11417,,73696-483
11418,,39370-669
11419,,16313-173
11420,,40219-454
11421,,24579-526
11422,,72483-961
11423,,86661-350
11424,,72671-686
11425,,02216-087
11426,,94176-360
11427,,55931-898
11428,,78146-886
11429,,92411-298
11430,,37748-009
11431,,92080-131
11432,,83847-419
11433,,63944-734
11434,,17830-479
11435,,13395-981
11436,,75089-878
11437,,22606-873
11438,,89901-669
11439,,15666-112
11440,,06406-009
11441,,83724-569
11442,,10939-797
11443,,36270-497
11444,,92946-517
11445,,91006-446
11446,,47014-862
11447,,52470-167
11448,,53299-601
11449,,04072-513
11450,,83186-119
11451,,17538-318
11452,,43989-718
11453,,11433-651
11454,,00249-910
11455,,93077-052
11456,,81193-044
11457,,99021-394
11458,,99676-454
11459,,06635-984
11460,,99280-422
11461,,02241-455
11462,,90003-499
11463,,07945-366
11464,,05945-168
11465,,91932-555
11466,,35044-344
11467,,39637-816
11468,,06028-237
11469,,03393-255
11470,,99558-257
11471,,20407-694
11472,,08114-121
11473,,93701-938
11474,,16072-307
11475,,75831-688
11476,,34884-364
11477,,66429-033
11478,,58372-689
11479,,06210-923
11480,,76359-929
11481,,08280-483
11482,,85730-571
11483,,26971-145
11484,,16058-022
11485,,94252-235
11486,,13921-594
11487,,92792-017
11488,,79899-712
11489,,47188-658
11490,,41228-845
11491,,66240-385
11492,,54441-783
11493,,98012-549
11494,,75129-114
11495,,80162-173
11496,,94952-361
11497,,49383-452
11498,,74096-893
11499,,46897-220
11500,,52453-175
11501,,72035-317
11502,,76877-962
11503,,50071-903
11504,,94119-851
11505,,53498-659
11506,,17122-468
11507,,01142-564
11508,,40426-662
11509,,44184-418
11510,,00229-353
11511,,27560-819
11512,,17408-803
11513,,63664-980
11514,,14921-049
11515,,79168-716
11516,,21279-179
11517,,39591-199
11518,,19223-228
11519,,06353-412
11520,,20274-201
11521,,62991-433
11522,,30825-130
11523,,96984-060
11524,,91579-432
11525,,28443-008
11526,,73191-150
11527,,17739-058
11528,,08922-733
11529,,99047-252
11530,,48792-359
11531,,76540-242
11532,,90141-896
11533,,50984-703
11534,,93330-886
11535,,67229-585
11536,,30422-230
11537,,08497-798
11538,,95892-663
11539,,86550-706
11540,,47783-728
11541,,22240-759
11542,,79371-987
11543,,07793-678
11544,,72747-447
11545,,07674-996
11546,,23946-747
11547,,96771-715
11548,,39793-835
11549,,82596-803
11550,,09503-988
11551,,22157-590
11552,,81295-905
11553,,10040-309
11554,,02759-114
11555,,71572-418
11556,,44778-409
11557,,60462-950
11558,,00119-985
11559,,98084-153
11560,,52797-703
11561,,05177-354
11562,,85167-404
11563,,88367-018
11564,,90739-469
11565,,78426-368
11566,,95628-034
11567,,37427-323
11568,,54908-606
11569,,59488-453
11570,,64269-645
11571,,35080-297
11572,,86941-633
11573,,66749-583
11574,,66543-489
11575,,54473-707
11576,,16320-688
11577,,61584-945
11578,,10855-305
11579,,83917-721
11580,,58972-877
11581,,90343-089
11582,,96117-963
11583,,89281-475
11584,,93489-135
11585,,35870-271
11586,,39327-388
11587,,16201-911
11588,,17344-728
11589,,07336-673
11590,,59548-836
11591,,04845-615
11592,,70243-415
11593,,65661-312
11594,,94307-253
11595,,69433-388
11596,,16492-769
11597,,56480-185
11598,,09877-429
11599,,38300-172
11600,,39925-312
11601,,31305-197
11602,,87105-065
11603,,07900-105
11604,,49948-594
11605,,51975-234
11606,,26386-456
11607,,70442-903
11608,,64536-850
11609,,65778-345
11610,,66602-941
11611,,26159-262
11612,,54387-942
11613,,94386-486
11614,,65367-283
11615,,31752-398
11616,,07281-208
11617,,91229-128
11618,,44635-815
11619,,98493-497
11620,,69839-232
11621,,60583-942
11622,,46445-804
11623,,07212-552
11624,,22439-492
11625,,41294-172
11626,,69141-122
11627,,87069-929
11628,,22396-527
11629,,27826-434
11630,,57005-634
11631,,87919-161
11632,,87555-138
11633,,28046-797
11634,,15637-741
11635,,25325-379
11636,,58738-139
11637,,92107-382
11638,,96134-998
11639,,80244-661
11640,,68785-925
11641,,23095-922
11642,,94414-097
11643,,20879-270
11644,,80080-806
11645,,80087-067
11646,,99727-077
11647,,15587-563
11648,,31065-474
11649,,91461-083
11650,,81924-417
11651,,22095-030
11652,,50355-929
11653,,19003-313
11654,,56461-953
11655,,65625-330
11656,,87744-672
11657,,55564-560
11658,,17940-241
11659,,41470-369
11660,,00153-277
11661,,50855-063
11662,,66189-291
11663,,30343-051
11664,,36512-235
11665,,10723-663
11666,,08527-887
11667,,02270-912
11668,,79716-944
11669,,59881-540
11670,,02719-742
11671,,17306-070
11672,,34963-817
11673,,01567-528
11674,,91929-798
11675,,62694-543
11676,,44196-385
11677,,26356-585
11678,,51116-580
11679,,34541-012
11680,,47470-175
11681,,59564-779
11682,,89176-995
11683,,45532-401
11684,,43058-162
11685,,81854-014
11686,,15609-844
11687,,78097-906
11688,,65443-207
11689,,81857-933
11690,,03144-215
11691,,24139-905
11692,,30683-585
11693,,21735-932
11694,,36098-856
11695,,91081-475
11696,,50779-878
11697,,96504-877
11698,,53137-215
11699,,84325-495
11700,,92859-444
11701,,10166-054
11702,,72298-142
11703,,50064-118
11704,,33238-715
11705,,18884-157
11706,,54781-470
11707,,84296-910
11708,,19698-964
11709,,13452-952
11710,,56638-576
11711,,89422-458
11712,,75176-770
11713,,82703-267
11714,,05482-659
11715,,60122-209
11716,,86585-289
11717,,92838-527
11718,,33086-529
11719,,60678-776
11720,,08735-908
11721,,78242-159
11722,,56713-338
11723,,55937-565
11724,,12989-166
11725,,08615-000
11726,,97451-304
11727,,42511-425
11728,,98345-737
11729,,37101-465
11730,,92083-983
11731,,48824-839
11732,,65471-185
11733,,61837-152
11734,,20681-040
11735,,60099-241
11736,,36699-752
11737,,76971-331
11738,,92987-752
11739,,79242-894
11740,,72111-181
11741,,02245-281
11742,,10805-091
11743,,65797-806
11744,,96725-306
11745,,85018-115
11746,,31728-233
11747,,61022-065
11748,,67072-684
11749,,98069-757
11750,,61915-146
11751,,63561-703
11752,,27683-495
11753,,60424-246
11754,,34652-518
11755,,26987-320
11756,,00694-930
11757,,12600-678
11758,,77648-403
11759,,54519-495
11760,,75863-546
11761,,81216-693
11762,,76672-685
11763,,76933-278
11764,,56987-874
11765,,11337-486
11766,,61479-419
11767,,48614-270
11768,,80185-092
11769,,52049-884
11770,,42806-482
11771,,21791-438
11772,,99535-114
11773,,80353-485
11774,,26843-007
11775,,22789-941
11776,,97933-732
11777,,06102-723
11778,,80658-670
11779,,49957-162
11780,,70568-220
11781,,19107-442
11782,,00426-960
11783,,25891-007
11784,,85119-811
11785,,92548-147
11786,,07291-507
11787,,30743-060
11788,,27839-112
11789,,04373-667
11790,,14512-299
11791,,24006-664
11792,,11838-211
11793,,22444-658
11794,,56388-878
11795,,42758-192
11796,,86681-817
11797,,80871-798
11798,,49098-744
11799,,57282-940
11800,,71627-670
11801,,00954-448
11802,,27197-481
11803,,04784-281
11804,,94696-723
11805,,97769-017
11806,,91959-388
11807,,17781-134
11808,,52922-284
11809,,29130-097
11810,,71015-753
11811,,89897-447
11812,,04353-644
11813,,25084-571
11814,,65656-975
11815,,12774-506
11816,,16440-477
11817,,42772-575
11818,,02641-271
11819,,18767-394
11820,,63619-525
11821,,69222-626
11822,,26197-111
11823,,87746-282
11824,,68574-301
11825,,99831-023
11826,,97884-194
11827,,12003-007
11828,,40231-012
11829,,46269-981
11830,,08094-193
11831,,39365-165
11832,,97221-979
11833,,37741-390
11834,,47001-870
11835,,81421-796
11836,,86948-809
11837,,46589-543
11838,,28952-173
11839,,25258-748
11840,,70848-210
11841,,66622-061
11842,,90900-335
11843,,39281-673
11844,,07789-993
11845,,57547-045
11846,,98993-470
11847,,68056-646
11848,,66349-457
11849,,20147-909
11850,,71905-110
11851,,79109-481
11852,,38079-729
11853,,92375-466
11854,,48685-477
11855,,28668-309
11856,,84600-322
11857,,90251-441
11858,,53170-455
11859,,16156-806
11860,,42404-453
11861,,40876-047
11862,,57903-092
11863,,17040-008
11864,,64841-562
11865,,68357-180
11866,,15868-505
11867,,27023-233
11868,,88379-966
11869,,12412-317
11870,,46877-016
11871,,63136-679
11872,,81270-727
11873,,06020-041
11874,,99156-854
11875,,54537-721
11876,,82899-994
11877,,80119-669
11878,,51135-729
11879,,17148-937
11880,,20071-047
11881,,06512-736
11882,,13466-512
11883,,88298-807
11884,,87177-874
11885,,12879-461
11886,,76505-958
11887,,62765-628
11888,,24353-656
11889,,50224-081
11890,,54614-327
11891,,45547-469
11892,,34186-102
11893,,01000-590
11894,,94516-376
11895,,08200-223
11896,,55889-762
11897,,34157-922
11898,,82966-013
11899,,06140-738
11900,,37565-574
11901,,37273-805
11902,,10003-713
11903,,72740-591
11904,,58560-236
11905,,74591-250
11906,,07322-926
11907,,48559-369
11908,,52456-475
11909,,43865-665
11910,,21877-555
11911,,94380-448
11912,,61893-059
11913,,86676-995
11914,,04467-013
11915,,02887-324
11916,,16950-272
11917,,21664-170
11918,,80188-266
11919,,13992-028
11920,,14233-137
11921,,10719-785
11922,,44226-938
11923,,29928-000
11924,,01105-158
11925,,87727-240
11926,,45671-332
11927,,15077-280
11928,,43829-838
11929,,82065-811
11930,,96881-952
11931,,84656-306
11932,,40313-067
11933,,14857-845
11934,,61393-685
11935,,50501-455
11936,,47212-993
11937,,33313-822
11938,,49749-690
11939,,13829-281
11940,,07150-048
11941,,77613-575
11942,,77231-331
11943,,71864-224
11944,,40373-569
11945,,15538-892
11946,,53887-789
11947,,07847-114
11948,,61708-688
11949,,32345-228
11950,,83957-987
11951,,13364-506
11952,,62314-225
11953,,24854-004
11954,,74933-298
11955,,52495-283
11956,,87280-711
11957,,27720-642
11958,,76640-652
11959,,84675-899
11960,,80819-062
11961,,27900-877
11962,,89684-710
11963,,49899-036
11964,,22010-063
11965,,84929-738
11966,,81532-535
11967,,78696-888
11968,,06163-447
11969,,50466-950
11970,,60288-443
11971,,82615-813
11972,,01451-119
11973,,54883-260
11974,,01674-580
11975,,75949-536
11976,,99473-288
11977,,76757-506
11978,,69093-043
11979,,08797-245
11980,,09399-121
11981,,35209-990
11982,,76464-707
11983,,30823-505
11984,,31799-691
11985,,51066-099
11986,,56363-161
11987,,47725-676
11988,,71610-462
11989,,67818-146
11990,,47258-777
11991,,17974-603
11992,,97070-462
11993,,62553-344
11994,,02653-671
11995,,44572-943
11996,,03365-679
11997,,70183-485
11998,,98651-495
11999,,46320-030
12000,,27212-348
12001,,78240-946
12002,,42846-447
12003,,28887-330
12004,,92873-392
12005,,56639-600
12006,,65388-725
12007,,03286-547
12008,,01437-143
12009,,22319-488
12010,,38236-406
12011,,98447-232
12012,,19664-775
12013,,26795-539
12014,,46132-398
12015,,24518-165
12016,,28169-053
12017,,86450-529
12018,,79294-800
12019,,26662-298
12020,,24988-720
12021,,50442-894
12022,,72916-513
12023,,66638-143
12024,,88654-241
12025,,69781-642
12026,,23440-209
12027,,11118-495
12028,,69776-618
12029,,51911-265
12030,,69456-285
12031,,86773-173
12032,,65349-818
12033,,19571-527
12034,,75260-197
12035,,64661-209
12036,,39811-956
12037,,85590-859
12038,,01612-221
12039,,81304-233
12040,,19140-589
12041,,02759-891
12042,,50175-345
12043,,63071-869
12044,,90706-145
12045,,76480-975
12046,,69749-754
12047,,66218-996
12048,,61365-807
12049,,86952-135
12050,,15713-118
12051,,80700-062
12052,,49164-087
12053,,62394-415
12054,,81154-597
12055,,71461-689
12056,,69093-796
12057,,08849-387
12058,,72609-704
12059,,27070-555
12060,,40093-546
12061,,43588-620
12062,,89708-111
12063,,43125-547
12064,,71911-467
12065,,44991-368
12066,,81733-014
12067,,88086-698
12068,,95220-042
12069,,47938-201
12070,,69857-592
12071,,32909-370
12072,,56264-833
12073,,16239-631
12074,,93821-009
12075,,83078-790
12076,,26421-748
12077,,98476-287
12078,,02083-016
12079,,25839-435
12080,,15332-392
12081,,86206-212
12082,,39924-131
12083,,61044-507
12084,,93331-908
12085,,98728-145
12086,,94698-071
12087,,79622-127
12088,,87046-961
12089,,42201-716
12090,,76724-067
12091,,09380-283
12092,,36483-180
12093,,66717-583
12094,,39466-881
12095,,71628-113
12096,,54243-347
12097,,86299-052
12098,,97432-323
12099,,61613-864
12100,,54087-621
12101,,38720-015
12102,,24734-386
12103,,12138-127
12104,,60665-256
12105,,46229-160
12106,,48532-235
12107,,91604-669
12108,,08534-467
12109,,35392-759
12110,,75303-779
12111,,75579-154
12112,,94588-627
12113,,65691-370
12114,,81471-972
12115,,03512-832
12116,,66846-717
12117,,97569-858
12118,,99090-323
12119,,91262-034
12120,,69822-765
12121,,95742-511
12122,,25287-505
12123,,91867-344
12124,,24746-460
12125,,14284-571
12126,,24763-762
12127,,74580-140
12128,,14374-486
12129,,97729-432
12130,,53081-955
12131,,01871-845
12132,,77057-882
12133,,47828-558
12134,,59250-891
12135,,76007-678
12136,,75486-836
12137,,29547-914
12138,,21075-083
12139,,26531-877
12140,,06120-631
12141,,24461-623
12142,,67190-527
12143,,69031-545
12144,,24143-835
12145,,98730-655
12146,,51838-169
12147,,58276-797
12148,,81788-852
12149,,96108-548
12150,,13206-150
12151,,89001-710
12152,,67215-458
12153,,29845-499
12154,,75179-439
12155,,62409-822
12156,,08604-889
12157,,30579-933
12158,,88086-822
12159,,46760-579
12160,,83431-571
12161,,33347-454
12162,,80382-875
12163,,02497-547
12164,,82477-629
12165,,99068-816
12166,,30906-352
12167,,68158-690
12168,,41959-454
12169,,86229-846
12170,,10213-671
12171,,11563-868
12172,,56423-682
12173,,65887-910
12174,,66192-642
12175,,93910-844
12176,,75167-647
12177,,92005-194
12178,,14947-374
12179,,12711-305
12180,,01665-221
12181,,10990-122
12182,,45756-795
12183,,50845-888
12184,,35095-838
12185,,73336-704
12186,,73388-738
12187,,32481-552
12188,,98273-910
12189,,94016-469
12190,,21073-836
12191,,41863-495
12192,,81409-698
12193,,25131-165
12194,,23052-801
12195,,64506-283
12196,,22663-388
12197,,60458-122
12198,,57202-429
12199,,40429-892
12200,,79511-826
12201,,29095-558
12202,,47938-803
12203,,76937-132
12204,,65597-893
12205,,33166-815
12206,,28473-161
12207,,24358-180
12208,,71512-816
12209,,26801-233
12210,,47496-153
12211,,13293-628
12212,,63092-327
12213,,97357-079
12214,,97705-891
12215,,91331-567
12216,,74628-211
12217,,09255-558
12218,,79260-037
12219,,66427-684
12220,,45113-456
12221,,29968-841
12222,,66640-984
12223,,06023-075
12224,,18555-306
12225,,69965-824
12226,,10733-767
12227,,95626-089
12228,,17219-940
12229,,38860-024
12230,,80632-323
12231,,56079-204
12232,,49973-744
12233,,24585-261
12234,,20612-323
12235,,31646-209
12236,,27371-014
12237,,62608-588
12238,,65101-234
12239,,45176-432
12240,,75830-919
12241,,92863-622
12242,,10782-725
12243,,75649-634
12244,,74529-757
12245,,67126-725
12246,,99832-248
12247,,03137-485
12248,,48174-460
12249,,30852-976
12250,,63040-544
12251,,22104-950
12252,,74219-442
12253,,36222-002
12254,,07273-565
12255,,64358-898
12256,,71275-485
12257,,23584-916
12258,,33124-675
12259,,18671-446
12260,,47689-731
12261,,60370-419
12262,,23031-053
12263,,54398-517
12264,,86167-178
12265,,15203-571
12266,,62171-124
12267,,38963-505
12268,,56972-576
12269,,01592-491
12270,,48458-779
12271,,39411-233
12272,,16359-210
12273,,81138-929
12274,,60517-641
12275,,01329-150
12276,,07840-594
12277,,56556-066
12278,,47891-881
12279,,24520-266
12280,,26268-682
12281,,69491-377
